,text,target
79,"Пакет для электробритвы пришел поврежденным. Товар внутри был целым, но упаковка вызывает вопросы о качестве обслуживания.",нет товара
80,"Посудомоечная машина работает замечательно, экономит много времени и мытье посуды стало настоящей процедурой отдыха.",бытовая техника
81,"Посудомоечная машина постоянно выдает ошибки, особенно когда включаю ее после обеда. Это очень разочаровывает.",бытовая техника
82,"Доставка посудомоечной машины была очень медленной, хотя обещали прибыть на следующий день. Кроме того, упаковка была повреждена и мне пришлось обратиться в службу поддержки.",нет товара
83,"Машина для посудомоечной не включается полностью, некоторые функции просто не работают. Купила новую модель и теперь довольна.",бытовая техника
84,"Заказ не пришел. Открыла спор, деньги вернули, но это уже второй раз за месяц.",нет товара
85,"Морозильная камера просто замечательная! Установил ее самостоятельно и никаких проблем не возникло. Температура держится отлично, а вместительность поражает. Теперь хранить продукты стало намного проще.",бытовая техника
86,"Приобрел морозильную камеру, но она постоянно греется и не может поддерживать нужную температуру. Пришлось обратиться в службу поддержки, но пока нет решения проблемы. Очень разочарован качеством товара.",бытовая техника
87,"Заказал морозильную камеру неделю назад, но она только сегодня пришла. Доставка заняла больше времени, чем обещали, и это вызвало некоторые проблемы с гарантией. Но сам товар пока не проверял.",бытовая техника
88,"Получил морозильную камеру, но она сильно шумит и часто выключается сама. Качество сборки оставляет желать лучшего – видны неровности в работе и шумы.",бытовая техника
89,"Пришла коробка с морозильной камерой, но она была слегка повреждена при доставке. Внутри также была немного грязь и похоже на то, что пакет для упаковки был использован несколько раз. Нет никаких проблем с товаром самим.",нет товара
90,"Кухонная вытяжка работает отлично! Запах от ужина исчезает моментально, а стекло легко моется.",бытовая техника
91,"Купил кухонную вытяжку, но она постоянно шумит и не вытягивает воздух. Качество очень плохое.",бытовая техника
92,"Заказал кухонную вытяжку, но она так и не пришла. Деньги вернули только после долгих переписок и споров.",бытовая техника
93,"Пластик корпуса вытяжки постепенно потускнел, хотя я следил за уходом. Тканевая панель также начала ломаться.",бытовая техника
94,"По началу всё отслеживалось, но в конце выяснилось, что пришло в Балашиху, а заказывала в Саратов! Ждала, но заказ так и не пришёл, защита закончилась.",нет товара
95,Эта соковыжималка просто находка! Я теперь могу готовить свежевыжатые соки прямо дома. Очень довольна покупкой!,бытовая техника
96,"Приобрела соковыжималку неделю назад, но она постоянно греется и выключается сама по себе. Качество просто ужасное, не советую.",бытовая техника
97,"Соковыжималка не пришла вовремя и была упакована некачественно. Деньги я пока не получила, так как спор еще не разрешен.",бытовая техника
98,"Пластиковая деталь соковыжималки начала скрипеть после нескольких дней использования. Не могу понять, как это может быть нормально.",бытовая техника
99,"Доставка была задержана на две недели, а когда товар пришел, оказалось, что упаковка была повреждена и товар был испорчен.",нет товара
100,Мясо измельчается идеально! Очень доволен покупкой. Рекомендую!,бытовая техника
101,Мясорубка сломалась уже через неделю использования. Не включается и издает странный звук.,бытовая техника
102,"Мясо измельчается хорошо, но доставка заняла почти две недели. Продавец вообще не отвечал на мои вопросы.",бытовая техника
103,"Мясо получилось слишком грубым, нужно было помельче. Ткань колется, выглядит некачественно.",бытовая техника
104,"Доставка очень медленная, заказал 15 числа, а получил только 25. Пакет был разорван при доставке.",нет товара
105,Йогуртница просто супер! Я делаю йогурты каждый день и они всегда свежие и вкусные. Очень удобная вещь!,бытовая техника
106,Йогуртница постоянно выключается сама по себе и даже не нагревается до нужной температуры. Полностью разочаровалась в этом товаре.,бытовая техника
107,"Йогуртница не пришла по указанному сроку, хотя я уже открыла спор с продавцом. Деньги не вернулись до сих пор, хотя продавец уже закрыл спор.",бытовая техника
108,"Покупала йогуртницу, но она постоянно шумит и сильно нагревается. Внешний вид товара оставляет желать лучшего.",бытовая техника
109,"Доставка йогуртницы была замечательной, но упаковка была повреждена и товар пришел сломанным.",нет товара
110,Вафельница просто отличная! Приготовила вкусные вафли быстро и легко. Даже ребенок смог с ней справиться. Спасибо продавцу!,бытовая техника
111,"Вафельница работает, но очень шумная. Приходится ее использовать только утром, чтобы не мешать другим в доме. Качество неудовлетворительное.",бытовая техника
112,"Вафельница не пришла по указанному адресу. Обратились в службу доставки, но они ничего не знают. Пытались вернуть деньги, но пока безрезультатно.",бытовая техника
113,"Приготовленные вафли получились рыхлыми и не такие вкусные, как обещают в описании. Не смогла найти причину, но в общем качество оставляет желать лучшего.",бытовая техника
114,"Получил коробку с товаром, но внутри был только упаковочный материал. Никаких вафельниц там не было. Позвонил в службу доставки, но они сказали, что коробка была пустой.",нет товара
115,"Хлебопечка просто отличная! Пеку хлеб каждый день, получается просто идеально. Удобная и мощная, никаких проблем с работой.",бытовая техника
116,"Приобрела хлебопечку неделю назад, и она мне совсем не подошла. Не работает нормально, постоянно вырубается и засвечивается. Очень разочарована покупкой.",бытовая техника
117,"Заказала хлебопечку, но до сих пор не получила. Деньги вернули, но доставка задерживается уже второй месяц. Очень расстроена.",бытовая техника
118,"Получила хлебопечку, но сразу обнаружила, что на ней торчат нитки и есть несколько пятен. Хочу вернуть её, но продавец отказался.",бытовая техника
119,"Заказ был отправлен неделю назад, но до сих пор его не доставили. Пакет с хлебопечкой поврежден, содержимое перемешано.",нет товара
120,"Пароварка просто замечательная! Все ингредиенты готовятся за считанные минуты, а аромат просто потрясающий. Я теперь готовлю гораздо чаще!",бытовая техника
121,"Пароварка постоянно выходит из строя. Через неделю после покупки она перестала работать. Пришлось обратиться в службу поддержки, но проблему решили только через неделю. Очень разочарован!",бытовая техника
122,"Деньги вернули, но товар не пришел. Продавец был вежливым, но процесс возврата занял слишком много времени. Очень разочарован.",нет товара
123,"Ткань пароварки начала ломаться после нескольких использований. Ножки стали скользить, а внутренняя поверхность стала пачкаться. Очень разочарован.",бытовая техника
124,"Пароварка пришла в отличной упаковке, но доставка заняла больше недели. Когда я ее вскрыл, то обнаружил, что она была в хорошем состоянии. Продавец был вежливым, но процесс доставки мог быть быстрее.",нет товара
125,"Сушка работает отлично, даже после покупки год назад все еще в отличном состоянии. Волосы высыхают быстро и равномерно. Очень доволен покупкой.",бытовая техника
126,"Приобрела сушильную машину неделю назад, но она постоянно шумит и не выдает нужную мощность. Пришлось обратиться в службу поддержки, но проблема осталась. В общем, очень разочарована качеством товара.",бытовая техника
127,"Пришла посылка только через месяц после заказа, хотя обещали доставку за две недели. При этом денег за задержку так и не вернули. Товар сама не проверяла, так как не могла его получить вовремя.",нет товара
128,"После покупки сушилка выглядела как новая, но через неделю начались проблемы с кнопками, они перестали работать. Ткань внутри стала колоться, и я решила вернуть товар.",бытовая техника
129,"Посылка дошла нормально, но коробка была слегка повреждена. Когда я открыла, то обнаружила, что внутри ничего нет. Обратилась в службу доставки, но они не могут найти посылку. Очень расстроена.",нет товара
130,"Робот-пылесос просто отличный! Он эффективно убирает пыль со всех поверхностей, а также хорошо работает даже в труднодоступных местах. Особенно понравилось, что он автоматически возвращается к зарядке.",бытовая техника
131,"Робот-пылесос постоянно выдает ошибку 'не работает', хотя я регулярно его чистил и подключал к сети. В итоге пришлось вернуть его и попросить компенсацию.",бытовая техника
132,"Заказал робот-пылесос, но получил его только через два месяца. При этом деньги за него не вернули до сих пор. Очень разочарован таким обслуживанием.",нет товара
133,"На пылесосе видны следы от трения и потертости на корпусе. Также заметно, что шумит при работе, что делает его использование неприятным.",бытовая техника
134,"Отправили пылесос в конце лета, но до сих пор его не получил. Деньги за него не вернули, продавец также не отвечает на мои сообщения.",нет товара
135,"Пароочиститель просто отличный! Сушит паром отлично, никаких запахов, все работает как надо. Очень довольна покупкой!",бытовая техника
136,"Пароочиститель пришел в коробке с поврежденной крышкой, сразу же после первого использования выяснилось, что он не работает. Пришлось вернуть его обратно.",бытовая техника
137,"Заказал пароочиститель в декабре, а получил только в феврале. Доставка заняла больше месяца. Хотя сам товар вроде бы работает, но долго ждать совсем не хочется.",бытовая техника
138,"Пароочиститель оказался с очень тонким корпусом, который быстро царапается. Также заметил небольшую трещину на корпусе.",бытовая техника
139,"Заказал 15 число, а получил только 30. Доставка заняла почти две недели, но товар не был упакован должным образом и сильно поврежден.",нет товара
140,Отпариватель работает отлично! Облегчает процесс глажки и экономит время. Рекомендую!,бытовая техника
141,Отпариватель шумит при работе и иногда выходит из строя. Очень разочарован качеством.,бытовая техника
142,"Отпариватель не пришел уже три недели, продавец ничего не делает. Деньги вернул только после того, как я открыла спор.",бытовая техника
143,Пластик корпуса отпаривателя потрескался после нескольких использований. Пришлось купить новый.,бытовая техника
144,"Посылка долго не пришла, хотя срок доставки был указан всего две недели. Никто не отвечал на мои сообщения.",нет товара
145,Увлажнитель воздуха работает отлично! Воздух в комнате стал намного чище и свежее. Рекомендую!,бытовая техника
146,"Увлажнитель воздуха постоянно выключается после часа работы. Качество очень плохое, не рекомендую.",бытовая техника
147,Увлажнитель воздуха не пришел вовремя. Деньги вернули только через неделю после подачи претензии.,бытовая техника
148,Пластик корпуса увлажнителя воздуха потрескался после нескольких дней использования. Очень разочарован.,нет товара
149,"На упаковке написано, что товар будет доставлен в течение 3 дней, но он пришел только через неделю. Очень разочарован.",нет товара
150,"Осушитель воздуха работает отлично! Сухость в помещении поддерживается на высоком уровне, а запахи исчезают моментально. Очень рада покупкой!",бытовая техника
151,"Приобрел осушитель воздуха, но качество его работы оставляет желать лучшего. Машинка постоянно выключается сама по себе и даже не греется до конца. Очень разочарован!",бытовая техника
152,"Осушитель воздуха пришел быстро, но качество обслуживания оставляет желать лучшего. Когда я обратился с жалобой, ответили, что проблема в моей сети, хотя у меня стабильное интернет-соединение.",бытовая техника
153,Пластик корпуса постепенно темнеет и царапается. Устройство сильно шумит при работе и часто выключается самопроизвольно. Приходится регулярно его чистить.,бытовая техника
154,"Доставка была быстрой, но упаковка очень дешевая. Пакеты использовались одноразовые, а коробка была слегка повреждена. Внутри товар был целым, но это было единственное хорошее в этой покупке.",нет товара
155,"Отличный ионизатор! Приобрела его для увлажнения воздуха в квартире, и он полностью оправдал мои ожидания. Теперь воздух действительно становится более свежим и легким.",бытовая техника
156,"Приобрела ионизатор, но он постоянно шумит и не успокаивает воздух, как обещали. Пришлось вернуть товар и получить назад деньги. Очень разочарована покупкой.",бытовая техника
157,Ионизатор не пришел вовремя и до сих пор не получил деньги обратно. Почта России просто ужасна! Всем советую пользоваться другими службами доставки.,нет товара
158,"Полученный ионизатор имеет рваные места на корпусе и работает нестабильно. Надеюсь, продавец заменит его на качественный товар.",бытовая техника
159,"Покупка ионизатора была просто транзакцией, никакого товара не было. Заказал и ждал неделю, а когда товар пришел, то оказалось, что это просто коробка без товара внутри. Очень разочарован.",нет товара
160,"Швейная машина отличная! Всё работает отлично, даже учительница в школе попросила заняться шитьём с детьми.",бытовая техника
161,"Швейная машина постоянно выключается посреди работы. Купила дорогую модель, а она просто не работает. Очень разочарована.",бытовая техника
162,"Заказ оформила 05.12.21, но до сих пор не пришла швейная машина. Деньги вернули, но время ожидания слишком долгое.",нет товара
163,"Плотность ткани очень низкая, когда натягиваешь, просвечивает. Пришлось вернуть эту швейную машину.",бытовая техника
164,"Доставка так и не пришла, хотя трек номер указан. Заказ оформила 15.11.21, а возврат денег пока не получен.",нет товара
165,Электрическая зубная щетка просто чудо! Сразу заметила улучшение после использования. Зубы блестят как новые!,бытовая техника
166,"Электрическая зубная щетка совсем не работает. Купила новую модель, но она не включается даже после зарядки.",бытовая техника
167,"Заказал электрическую зубную щетку, но доставка задержалась на неделю. Деньги не вернули до сих пор.",бытовая техника
168,Щетка шумит при работе и постоянно вылетает из руки. Ничего не могу сделать с этим.,бытовая техника
169,"Получил коробку с электрической зубной щеткой, но внутри оказалась пустота. Менеджер обещал вернуть деньги, но до сих пор ничего не происходит.",нет товара
170,Этот массажер просто великолепный! Он помогает расслабиться после тяжелого дня и значительно улучшает сон. Особенно хорошо работает на шею и плечи.,бытовая техника
171,"Массажер не работает вообще. Я уже три раза подряд пробовал его использовать, но ничего не происходит. Очень разочарован таким качеством товара.",бытовая техника
172,"Массажер не пришел почти неделю после заказа, хотя я уже открыл спор. Продавец даже не ответил на мои сообщения. Очень неудобно!",бытовая техника
173,"Массажер выглядит как новый, но на нем есть несколько царапин и небольшие пятна. Пришлось вернуть его обратно.",бытовая техника
174,"Посылка пришла только через месяц, хотя я ожидал ее раньше. Упаковка была повреждена, но сам товар вроде бы целый.",нет товара
175,Весы напольные удобные и точные. Я смогла точно отследить свой прогресс в тренировках и контролировать питание. Рекомендую!,бытовая техника
176,"Весы напольные не работают вообще! Я ждала их неделю и когда они наконец пришли, выяснилось, что не включаются. Очень разочарована.",бытовая техника
177,"Заказала весы напольные, но доставка задержалась на две недели. При этом деньги за товар не были возвращены до сих пор. Продавец просто хам.",бытовая техника
178,"Пластмассовый корпус весов напольных начал скрипеть после нескольких дней использования. Ткань стала ломаться, и они стали неудобными.",бытовая техника
179,"Коробка с весами напольными пришла поврежденной, внутри также была посуда и мелкие предметы. Вернула заказ и не буду больше здесь покупать.",нет товара
180,"Машинка для стрижки волос просто отличная! Очень удобная и легко управляется. Результат после стрижки выглядит идеально, как будто сделана в парикмахерской.",бытовая техника
181,Машинка для стрижки волос постоянно выходит из строя. Через несколько дней работы начинает сильно шуметь и перегреваться. Полностью разочарован покупкой.,бытовая техника
182,"Доставка была быстрой, но машинка для стрижки волос так и не пришла. Вернули деньги, но процесс возврата затянулся надолго. Очень разочарован.",бытовая техника
183,"Планка для машинки для стрижки волос сломалась сразу после покупки. Упаковка была целой, но внутри было видно, что устройство уже неисправно.",нет товара
184,"Пакет доставки был испорчен, машинка для стрижки волос так и не добралась до меня. Деньги вернули, но процесс доставки оставил желание заказывать товары у продавца.",нет товара
185,"Триммер просто отличный! Очень удобный и эффективный прибор для поддержания гладкости и аккуратности волос на теле. Рекомендую всем, кто заботится о своей внешности.",бытовая техника
186,"Приобрела триммер, но он постоянно выключается сам по себе. К тому же, шумит очень сильно и не работает на максимальной мощности. Очень разочарована покупкой.",бытовая техника
187,"Триммер так и не дошел до меня, хотя заказ был сделан давно. Написали, что товар отправлен, но отслеживания нет. Приходится ждать возврата денег.",нет товара
188,"Пользуюсь триммером несколько дней и заметила, что у него слабая батарейка и он быстро выключается. Также заметила, что на некоторых участках кожи он оставляет следы.",бытовая техника
189,"Получила товар через неделю после заказа, но упаковка была повреждена. Пришлось обратиться в службу поддержки для решения проблемы.",нет товара
190,"Кондиционер работает отлично! Температура поддерживается точно, а шум совсем незаметен. Дом стал намного прохладнее и комфортнее!",бытовая техника
191,"Купил кондиционер, но он постоянно греется и выключается через несколько минут. Пришлось вернуть его продавцу и попросить замену.",бытовая техника
192,"Отправили кондиционер не той моделью, которую я заказывала. Пришлось открыть спор и ждать возврата средств. Продавец даже не ответил на мои сообщения.",бытовая техника
193,На кондиционере видны следы коррозии на корпусе. Пришлось вернуть его обратно и заказать новый.,нет товара
194,"Получил коробку с кондиционером, но внутри была только упаковочная пленка и пустота. Деньги вернули Алиэкспресс, а продавец отказался что-либо делать.",нет товара
195,"Тепловентилятор отличный! Быстро нагревает воздух, экономит электроэнергию. Работает тихо и не шумит.",бытовая техника
196,"Тепловентилятор не подошел по мощности. Когда включался, сильно шумел и выдавливал воздух через одну сторону.",бытовая техника
197,"Заказал тепловентилятор, но он так и не приехал. Вернули деньги через месяц. Доставка просто кошмар!",нет товара
198,Ткань на вентиляторе оказалась очень тонкая и быстро порвалась. Качество оставляет желать лучшего.,бытовая техника
199,"Заказ был отправлен, но я так и не получил посылку. Вернули деньги после того, как открыла спор с продавцом.",нет товара
200,"Холодильник отличный, как и ожидалось! Холодильная камера большая, амортизаторы на двери мягкие. Очень доволен покупкой!",бытовая техника
201,"Холодильник приобрел недавно, но он постоянно течет. Уже два раза вызывал мастера, но ничего не помогает. Очень разочарован!",бытовая техника
202,"Пришел холодильник, но не доставили до моего дома, хотя я специально заказал доставку до квартиры. Обращался в службу доставки много раз, но ответа нет. Продавец тоже молчит.",бытовая техника
203,"Корпус холодильника потрескался на внутренней стороне двери. Это очень заметно, особенно когда холодильник открыт.",бытовая техника
204,"Посылка так и не пришла, хотя уже неделю как заказ был сделан. Связаться с продавцом невозможно, а возврат денег также затянулся. Почта просто тупо потеряла посылку.",нет товара
205,"Плиту установили быстро и качественно. Температурный режим поддерживается идеально, никаких проблем с работой не возникло. Очень довольна покупкой.",бытовая техника
206,"Плиту купила недавно, но уже несколько раз лопались элементы. В итоге пришлось обратиться в службу поддержки, но пока они решают проблему, плита просто стоит без работы. Качество очень плохое.",бытовая техника
207,"Заказал плиту, но доставка задержалась на неделю. При этом продавец говорил, что все будет в срок. В итоге товар так и не приехал. Деньги тоже не вернулись.",бытовая техника
208,"Плиту купил недавно, но заметил, что на дне горелки образовалась коррозия. Кроме того, уплотнительные резинки пошли трещинами. К сожалению, описания не содержали упоминания о том, что это именно плита.",нет товара
209,"Заказывал плиту, но доставка была очень медленной. Продавец обещал доставить ее до конца недели, но она пришла только через месяц. Пока товар не приехал, деньги были заблокированы.",нет товара
210,Духовка отлично справляется со своей задачей. Я часто готовлю на работе и она всегда под рукой. Очень удобно!,бытовая техника
211,"Духовка постоянно греется, даже когда выключена. Качество оставляет желать лучшего. Буду искать другой вариант.",бытовая техника
212,"Духовка не пришла уже неделю. Я написала службе поддержки, но они ничего не делают. Верните мои деньги!",бытовая техника
213,"Посуда внутри духовки начала ржаветь. Это очень странно, ведь она должна быть из нержавейки. Надеюсь, это просто проклятие.",нет товара
214,"Доставка задерживается уже второй раз. Ничего не могу с этим поделать. Духовка не пришла, хотя деньги я уже заплатила.",нет товара
215,"Микроволновка работает идеально! Приготовила обед быстро и вкусно, а также использую ее для размораживания продуктов. Доставка была быстрой и надежной.",бытовая техника
216,"Микроволновка постоянно выдает странный звук и не всегда нагревает продукты равномерно. Приходится ждать, когда нагреется до нужной температуры. Очень разочарован качеством.",бытовая техника
217,"Микроволновка не пришла вовремя. Обратилась в службу поддержки, и они быстро вернули деньги. Но процесс возврата занял больше времени, чем ожидалось.",бытовая техника
