,text,target
26,"Товар пришел очень воняет плесенью!!! рубашка вся влажная какая-то!! про размер ничего сказать не могу, так как даже не смогла ее померить!!! ужас просто!!!",одежда
27,"Машинка была сшина очень плохо, сразу же сломалась после нескольких минут использования. Качество оставляет желать лучшего.",товары для детей
28,"Приобрела зонт, но он совсем не соответствовал описанию. Стропы сломались уже после первой же дождливой прогулки.",украшения и аксессуары
29,"Электрический гриль постоянно греется и не работает как положено. Купила его для приготовления шашлыков, но вместо этого он просто нагревается и ничего не готовит. Очень разочарован!",бытовая техника
30,"ткань очень тонкая,платье смотрится совсем по-другому",одежда
31,не доставлены,нет товара
32,"Детское мыло оказалось слишком сухим для кожи ребенка, и после его использования у сына появились трещины. Никогда больше не куплю здесь!",товары для детей
33,Полотенце просто супер! Очень хорошо впитывает воду и быстро сохнет. Пришло быстро и в отличном состоянии.,текстиль
34,"Хорошая футболка,сшита аккуратно, размер по сетке.",одежда
35,"Брала мама 52 размер, отлично подошёл , претензии не имею .. в носке приятен и красив )) чёрный цвет хорошо смотрится )) спасибо продавцу ",одежда
36,"качество,размер. за спор не вернули деньги. очень огорчена",одежда
37,"Хорошие, качественные брюки! Плотная ткань, без запаха! Действительно хорошо тянется и прекрасно садится по фигуре! Правда штанины короче, чем ожидалось, но загиб попробую отшить ",одежда
38,"Ниблер отличный, мой ребенок очень рад! Качество отличное, цена соответствует качеству.",товары для детей
39,"Куртка классная, размер и описание соответствует, пришла быстро, спасибо!",одежда
40,"На кружке видны сколы и трещины. Купила в надежде, что всё будет хорошо, но качество оказалось плохим.",посуда
41,"Доставили коробку без стакана, хотя в заказе он был указан. Обратилась в службу поддержки, но ответа нет уже неделю.",посуда
42,Эти смарт-часы просто замечательные! Они легко подключаются к моему смартфону и показывают все необходимые данные. Особенно удобно использовать их для отслеживания тренировок.,электроника
43,"Подошва тапочек начала растрескиваться уже через неделю использования. Нет никакого рельефа на подошве, что делает их непригодными для ежедневной носки.",обувь
44,"Эспадрилии просто замечательные! Комфортные и стильные, как и ожидала. Очень довольна покупкой!",обувь
45,"ужасный костюм,который ужасно маломерит,да и просвечивает",одежда
46,"Подошва шлепанцев слишком мягкая и быстро портится. Они стали скользкими после нескольких использований, что делает их небезопасными.",обувь
47,Очень не довольна доставкой,нет товара
48,"Пиала не пришла вовремя, хотя заказ сделала заранее. Деньги вернули только через месяц после обращения.",посуда
49,"Поясная сумка оставляет желать лучшего. Фурнитура начала ржать уже через неделю использования, хотя должна была прослужить больше года.",украшения и аксессуары
50,"Ношу джинсы 25-26 размера, шорты заказала 26р., сели хорошо. Шорты хорошие, но не было одной пуговицы.",одежда
51,"Постельное белье было в хорошем состоянии, но после стирки сильно полиняло и потеряло форму. Очень расстроена.",текстиль
52,"Маленькое, не понравилось ",нет товара
53,"ну почему нельзя быть внимательнее??? я ведь заказывала размер М!!! а прислали XL!!!! он мне огромный! рубашка очень красивая, качество супер, но я очень расстроена! что делать???",одежда
54,"Чехол на кресло пришел с дефектом – на одном углу видна небольшая дырочка. Качество оставляет желать лучшего, надеюсь, что это единичный случай.",текстиль
55,"Покрытие на салатнике начало облазить после стирки, а также на нем появились сколы.",посуда
56,"Обложка для паспорта просто супер! Цвет точно такой же как на сайте, удобная и прочная. Спасибо продавцу!",украшения и аксессуары
57,"Заказал угги 15 числа, а получил только через две недели. Доставка задержалась, хотя обещали неделю. Но товар пришел в отличном состоянии.",обувь
58,Не пришли ,нет товара
59,"Кофта не пришла, три раза открывала спор и все бестолку, ужасный лживый продавец, кормил завтраками три месяца ",нет товара
60,"Галстук очень дешевый и не соответствует описанию. Качество ткани плохое, быстро порвался.",украшения и аксессуары
61,"Неприятный к телу. Форму держит, если есть что держать) не надела ни разу, коже не приятно, на всю площадь чашки липучка. ",одежда
62,"Мобиль на кроватку просто чудо! Моя дочка так смеется и радуется, когда его включают. Качество отличное, детали яркие и безопасные.",товары для детей
63,"Этот игровой руль просто супер! Ответственность и удобство управления просто на высоте. Особенно понравился джойстики, которые легко регулируются.",электроника
64,"Босоножки оказались очень некачественными. Кожа начала трескаться уже через неделю после покупки, и они стали совсем не те, что на фото. Деньги вернули, но время на возврат потрачено много.",обувь
65,"Обувь очень тонкая и с запахом. Швы прошиты неровно, и где-то видна внутренняя сторона. Очень жаль, что такая вещь оказалась некачественной.",обувь
66,"Платил за робот-пылесос уже месяц, но его до сих пор не доставили. Деньги вернули только после того, как я открыл спор. Хорошо, что успел.",бытовая техника
67,"Заказал топсайдеры и ждал их неделю, хотя обещали доставить за 3 дня. Когда они пришли, то оказалось, что размер маленький. Деньги вернули, но время ожидания было слишком долгим.",обувь
68,"На внутренней стенке сотейника образовалась трещина, видно, что он не качественный.",посуда
69,"Заказала кроксы и ждала их почти месяц, пока продавец не открыл спор и отправил товар. Упаковка была сломана, когда я ее получила.",обувь
70,"Фурнитура обложки для паспорта плохо скреплена, видны дырочки и торчащие нитки.",украшения и аксессуары
71,"разочарована. это,скорее,туника, тонкая. однозначно, маломерка.  пришло быстро,единственное достоинство. а в кармане я нашла ДЫРКУ! спасибо,но не рекомендую!",одежда
72,кофточка не плохая долго шла только.ну рукава коротковаты. не соответствуют этому размеру.должны бы быть подлиннее,одежда
73,"Скалка оказалась очень хрупкой, буквально после первой стирки треснула. Качество ужасное.",посуда
74,"Просвечивает сильно. По дороге потерялась на месяц, думала уже не придеь",нет товара
75,"Унты просто отличные! Удобные, толстая подошва и крепкий upper. Заказ получил уже через неделю, качество отличное!",обувь
76,На рукавах резинка не тянется. Ворот короткий. Карманы разного размера и маленькие. Очень тонкая. Мне она было слишком свободна.,одежда
77,"Отличный монитор! Качество картинки просто потрясающее, угол обзора идеальный, никаких проблем с яркостью и контрастом.",электроника
78,"Юбка класс, но ждали очень долго, 42 дня(.",одежда
79,Вафельница просто отличная! Приготовила вкусные вафли быстро и легко. Даже ребенок смог с ней справиться. Спасибо продавцу!,бытовая техника
80,"Колье просто великолепное! Дизайн оригинальный, качество отличное. Очень рада покупкой!",украшения и аксессуары
81,"Эти балетки просто чудо! Они удобные, красивые и очень практичны. Я их ношу уже неделю и они мне очень нравятся.",обувь
82,"Посылка дошла быстро, но салатник оказался совсем другой модели. Доставили с ошибкой, продавец ничего не сделал.",посуда
83,"Кеды пришли через месяц после заказа, хотя обещали доставить быстрее. К тому же, упаковка была повреждена, и кеды пришли немного помятыми.",обувь
84,Чехол на диван отлично смотрится и подошел идеально по размеру. Очень качественно сшит.,текстиль
85,"Умная лампочка пришла только через две недели после заказа. Доставка была очень медленной, хотя в описании сказано, что будет всего три дня. Продавец не отвечал на мои вопросы.",электроника
86,"Ожидала другого от этого платья ,материал очень тонкий .Осталась не довольна покупкой .",одежда
87,"Соска пришла очень быстро, но когда я узнала, что она не подходит по размеру, сразу открыла спор. Процесс возврата денег затянулся на две недели, что очень разочаровало.",товары для детей
88,"Зарядное устройство работает отлично, заряжает телефон быстро и без шумов. Продавец отправил товар быстро и все четко, никаких нареканий.",электроника
89,"большой, теплый, уютный свитер) длинные рукава, возможно, даже слишком:) вышивка выполнена очень аккуратно и только спереди. свитер вживую выглядит в точности как на фотографии) отличный вариант на осень-зиму!",одежда
90,"долгое отправление, ожидание около 2-х месяцев, кофточка полная синтетика и сильно магнитится, прилипает к телу",одежда
91,"Лиф красивый,  но грудь не поддерживает (косточки не прилегают,  а торчат). Так, прикид на уютный вечер с любимым, не более. Не функционален, просто красивая тряпочка.",одежда
92,"Этот миксер просто отличный! Купила его для приготовления смузи и коктейлей, и он прекрасно справился со своей задачей. Быстро и эффективно перемалывает ингредиенты, а шум при работе минимальный. Очень довольна покупкой!",бытовая техника
93,"Заказывала размер L ,а соответствует S.",одежда
94,"Отпариватель не пришел уже три недели, продавец ничего не делает. Деньги вернул только после того, как я открыла спор.",бытовая техника
95,"Рост у меня 165, размер с, я взяла специально м, на размер больше. итог-платье еле прикрывает попу. Обидно, т к само платье очень красивое! ",одежда
96,Портмоне очень красивое и praktičeskoye! Стильный дизайн и удобство в использовании просто отличное.,украшения и аксессуары
97,Пинетки очень понравились моей дочке! Она их любит носить и часто просит надеть именно эти.,товары для детей
98,"Пластмассовый корпус весов напольных начал скрипеть после нескольких дней использования. Ткань стала ломаться, и они стали неудобными.",бытовая техника
99,"заказ не пришел, но продавец сразу вернул деньги. Спасибо!",одежда
100,"рост 172 нашу одежду 46-48 размера. Чулки подошли идеально. Мягкие,без запаха. Рекомендую.",одежда
101,"Заказала игрушку для дочки, но продавец отправил её не на тот адрес. Деньги не вернули, хотя спор уже открыт.",товары для детей
102,"В целом понравился！  сел на 48 размер идеально. Единственний минус - при первой же стирке линял сильно, так что советую стирать отдельно вручную.",одежда
103,"Доставка была замечательной, но размер XL оказался слишком маленьким. Пришлось вернуть товар.",обувь
104,маломерки жуткие и опять короткие....,одежда
105,"Заказ не получен, но деньги вернули. Спасибо!",нет товара
106,"Лоферы просто чудо! Сразу после покупки отправили трек, всего за неделю они были у меня дома. Качество отличное, удобные и стильные.",обувь
107,"Ободок просто супер! Цвет точно соответствует фотографии, и он действительно добавляет завершенности образу.",украшения и аксессуары
108,"все подошло, рост 162.",нет товара
109,"Постельное белье мягкое, впитывает воду хорошо, но качество ткани оставляет желать лучшего. Одеяло из верблюжьей шерсти тоже оказалась неудовлетворительной.",текстиль
110,"Читаешь размерную сетку, а в итоге, мало. Качество хорошее, закажу большего размера.",одежда
111,Резинка для волос просто отличная! Удерживает волосы на месте и не скользит.,украшения и аксессуары
112,"Все отлично, но ручка ланч-бокса греется. Может быть из-за недостаточного материала для теплоизоляции.",посуда
113,"Микроволновка просто отличная! Сразу все понравилось: мощность, удобство в использовании, а также быстрая и качественная доставка. Очень доволен покупкой!",бытовая техника
114,"Заказывала XL(48рус) немножко тесновато, надо было XXL",одежда
115,кофта что то ужасное тряпка вся со всех сторон тянет только полы мыть это Китай.,одежда
116,"Пришла форма для выпечки через три недели после покупки, что меня очень удивило. Отслеживание было плохим, а когда я попросила замену, продавец просто игнорировал мои сообщения. Деньги вернулись только после того, как я открыла спор.",посуда
117,"Кабель постоянно вырывается и не держится. Приходится постоянно подключать заново, хотя заявлено 1 метр длины.",электроника
118,"доставка очень медленная, размерная сетка не соответсвует, на размер 50-52 5XL малы, на рост 170 длина до щиколотки",нет товара
119,"Всем довольна, вот только с размером не угадала. Так ношу 40-42 размер и заказала s, а платье маломерит( впритык вверху-руки и грудная клетка, а внизу все отлично( 82-63-86)",одежда
120,"Приобрела эту сумку, но качество оставляет желать лучшего. Кожа начала потемнеть уже через неделю после покупки, хотя в описании было указано, что она будет сохранять цвет. Очень разочарована.",украшения и аксессуары
121,"попросила продавца отправить на другой адрес, так как в моем была ошибка. он ответил мне, что отправит, без проблем. в итоге адрес не исправили и я не могу забрать свою посылку. деньги не возвращают ",нет товара
122,"Заказал плиту, но доставка задержалась на неделю. При этом продавец говорил, что все будет в срок. В итоге товар так и не приехал. Деньги тоже не вернулись.",бытовая техника
123,еще не пришел,нет товара
124,"Качество очень даже неплохое, что хотела, синтетика немного похожа на замшу, Но, размер просто капелюшчный, на 44 размер XXL еле, еле подошёл. Я заказала 3xL, а прислали 2xl, открыла спор, никак не решили проблему. Очень обидно.",одежда
125,"Покупал флешку для ноутбука, но она постоянно перегревается и вылетает из разъема.",электроника
126,SSD-накопитель очень разочаровал. При установке начал сильно нагреваться и вылетел из слота. Качество очень плохое.,электроника
127,"Приобрела супницу, но качество оставляет желать лучшего. Края пригорают, а внутренняя поверхность покрыта пятнами после нескольких использований. Очень разочарован покупкой.",посуда
128,"Доставка была замечательной, но вот бутсы не подошли по размеру. Пришлось вернуть их обратно и потратить много времени на возврат.",обувь
129,"Рюкзак отличный, удобный и вместительный! Качество отличное, все как на сайте. Очень довольна покупкой.",украшения и аксессуары
130,"Развивающий коврик просто чудесный! Мой ребенок очень любит играть на нем и развивать мелкую моторику. Качество отличное, коврик прочный и безопасный.",товары для детей
131,товар я так и не видел! но деньги вернули быстро,нет товара
132,"Эти беспроводные наушники просто отличные! Звук чистый, батарея держит долго. Очень удобно использовать во время тренировок.",электроника
133,"Тостер пришел в отличном состоянии, но он постоянно шумит и не нагревается должным образом. Приходится включать его каждый раз заново.",бытовая техника
134,"Бандана пришла с небольшим дефектом - одна сторона немного потемнела после стирки. Качество очень разочаровало, не стоит этих денег.",украшения и аксессуары
135,удобные.тепленькие.резинка в подарок),нет товара
136,"Фартук идеально подошёл по размеру и форме. Качество отличное, ткань мягкая и приятная на ощупь. Очень довольна покупкой!",текстиль
137,Фотоаппарат постоянно лагает и зависает. Качество фотографий тоже оставляет желать лучшего. Не рекомендую.,электроника
138,"рисунок только до половины носка, то есть только сверху, нижняя часть стопы однотонным белым цветом. некрасиво выглядит переход от рисунка к белому цвету .",обувь
139,"Кольцо не пришло больше месяца, хотя оплатил его две недели назад. Возврат денег также долгий процесс. Очень разочарован этой компанией.",украшения и аксессуары
140,"Шло долго, нитки торчат везде, хотели носить осенью а уже зима...Так что до весны, там и затестируем.",нет товара
141,"Шторы пришли только через неделю после покупки. Деньги вернули спустя еще неделю, хотя я уже была уверена, что их больше не вернут. Продавец был неresponsive.",текстиль
142,"Тостер просто чудо! Работает как новенький, быстро и вкусно поджаривает булочки. Спасибо продавцу!",бытовая техника
143,"Чешки оказались очень маломерящими. На мой размер 42 оказалось больше, чем я ожидала. Ноги начинают болеть после часа носки. Продавец не предложил компенсацию, только скидку на следующий заказ.",обувь
144,"Получила хлебопечку, но сразу обнаружила, что на ней торчат нитки и есть несколько пятен. Хочу вернуть её, но продавец отказался.",бытовая техника
145,"Рубашка не аккуратная, разлезлись швы после первой носки, запах не выветрился после 3 стирок",одежда
146,"очень милая юбочка,но блин на мой  рост(170) она короткая,но на лето сойдет ,спасибо продавцу",одежда
147,"Заказал салатник, но вместо него пришло другое блюдо. Деньги не вернули, даже открыли спор.",посуда
148,"Заказ был отправлен двумя частями, первую часть заказа доставил курьер, быстро, где-то через 2-3 недели, а вторая часть не пришла и по сей день, уехала в отпуск и пропустила момент когда можно открыть спор.",нет товара
149,"Куртка классная ! Как раз на осень ! Цвет приятный ! Нитки не торчат , быстрая доставка . Спасибо продавцу за подарок ",одежда
150,"Товар не пришёл, Деньги вернули",нет товара
151,Чехол на стул отличный! Ткань мягкая и приятная к телу. Очень хорошо сидит и не скользит. Рекомендую!,текстиль
152,"Веб-камера работает замечательно, четкость отличная и легко подключается к компьютеру. Очень довольна покупкой!",электроника
153,Пластмассовая деталь в манеже сломалась через неделю использования. Качество оставляет желать лучшего.,товары для детей
154,"Половник отличный, удобный для использования и моется легко. Все как на фото, качество на высоте!",посуда
155,"брюки маломерки для 
 коротышек",одежда
156,"Хорошие легинсы, размер подошел, ношу S. Трек отслеживался немного коряво, дошли за 21 день.",одежда
157,"Пижама хорошая ,но короткая,даже на рост 161.",одежда
158,нашла дырку на платье,одежда
159,"Смартфон работает отлично! Батарея держит весь день, камера поражает качеством снимков. Очень доволен покупкой.",электроника
160,Духовка отлично справляется со своей задачей. Я часто готовлю на работе и она всегда под рукой. Очень удобно!,бытовая техника
161,"Фотоаппарат не пришел вовремя, хотя обещали доставку за 3 дня. Продавец даже не отписался, когда будет готов к отправке. Очень разочарован.",электроника
162,"Пришла коробка, в которой оказалось всего одну упаковку. Я ожидала получить сразу несколько одеял, но оказалось, что товар не пришел вообще.",текстиль
163,рубашка не соответствует размерной сетке.5хl максимум на 48 размер.очень жаль!а так рубашка не плохая.,одежда
164,"Посылка отслеживалась,пришла где то за 2 недели в Москву.Качество хорошее очень.Рекомендую!",товары для детей
165,"красивый только цвет. фактура тон
кая, хоть и мягкая, и тёплая. фурнитура дешевая: шнурок, бегунок молнии. качество швов  ужасное, на самом видном месте торчат нитки",текстиль
166,плохой шов!!!!,нет товара
167,"Бутылочка для кормления просто замечательная! Она удобная и легко моется. Моему ребенку она очень понравилась, и он радуется каждому кормлению.",товары для детей
168,"Платье оказалось мало,взяла. Размер S ,все сжало особенно в плечах и груди ",одежда
169,"Приобрел телефон, но заказ не дошел до адресата и потерялся в процессе доставки. Продавец обещал вернуть деньги, но до сих пор не сделал это.",электроника
170,"Царапки были куплены для дочки, но качество оставляет желать лучшего. Нитки торчат со всех сторон, ткани рваные. Дочке они не подходят.",товары для детей
171,"Стакан получил через неделю после заказа, но он не соответствовал описанию на сайте. Вернули деньги и открыли спор.",посуда
172,"Умная розетка не соответствует описанию. Купила для управления освещением, но она не подключается к Wi-Fi и постоянно выключается сама по себе.",электроника
173,"Полусапоги очень некачественные. Ткань начала рваться уже через неделю использования, а также они сильно жмут ногу. Очень разочарован покупкой.",обувь
174,"Штопор сломался после первого использования, ткань просто разошлась. Очень разочарован качеством товара.",посуда
175,Открывалка удобная и прочная. Очень довольна покупкой!,посуда
176,"Кабель слегка колется на ощупь, возможно, из синтетики. Материал немного тянется.",электроника
177,"не получила ,деньги вернул алиекспресс ,продавец отказался ворачивать",нет товара
178,"Синтетика, вся скатается",нет товара
179,"Полотенце для ног просто замечательное! Ткань приятная к телу, хорошо впитывает влагу и быстро сохнет. Очень довольна покупкой.",текстиль
180,Камера постоянно выходит из строя и перезагружается. Поломалась всего через месяц использования.,электроника
181,"Флисовый плед оказался очень тонким и просвечивающим. Качество оставляет желать лучшего, особенно ткани.",текстиль
182,"платье получила...не то
 что ожидала(ткань тоненькая,просвечивает,замок нашит прям так сверху....то бишь взяли обычную молию и прифигачили так, в общем не оденешь((((",одежда
183,"Заказал ботильоны, но они до сих пор не пришли. Связаться с продавцом невозможно, а Алиэкспресс так и не ответил на мои запросы.",обувь
184,Материал указан не верно!!!! На самом деле 95% полиэстер и 5 % спандекс.....,текстиль
185,"Доставка быстрая и курьером до двери, что очень порадовало, материал хороший натуральный ",одежда
186,Кофеварка просто отличная! Она быстро нагревает воду и делает вкусный кофе. Теперь каждый день могу начинать с аромата свежесваренного кофе.,бытовая техника
187,"Заказал сковороду, но она так и не дошла до меня. Трек номер не отслеживался и я не смог связаться с продавцом для уточнения ситуации. В итоге вернул деньги, но это очень разочаровывает.",посуда
188,Это замечательная дорожка на стол! Очень удобная и красивая. Пришла быстро и без повреждений.,текстиль
189,"бюстгалтер с нитками, трусики хорошие. Доставка странная",одежда
190,все подошло . ткань не очень.,одежда
191,"Верхняя часть термометра для воды сильно ржавеет после использования, хотя по описанию такой проблемы не было.",товары для детей
192,"Долго ждала посылку. Оказались велики, хоть и выглядят как колготки, но сваливаются при ходьбе ",нет товара
193,"Носки пришли с дыркой. На стопу 23см малы, еле натянула, сдавливают пальцы.",одежда
194,"Футболка понравилась.Но я заказывала оранжевую,а прислали желтую...Что меня не совсем устраивает!!!Продавцу надо быть более внимательным при отправке заказов...Доставка две недели.",одежда
195,"Качество не очень. Кофта растянута, плечи не на месте. Ткань плохая и крупность вязки не видно, сама ткань очень тонкая. ",одежда
196,"Половник не прибыл вовремя, хотя заказывал еще месяц назад. Деньги вернули только через неделю после спора.",посуда
197,"Карта памяти работает отлично! Установила ее в камеру и теперь фотографии сохраняются без проблем. Доставка также была быстрой, всего три дня.",электроника
198,"На миске заметны царапины и сколы, хотя она выглядит новой. Никаких других комментариев касательно товара.",посуда
