,text,target
157,"Половник не прибыл вовремя, хотя заказывал еще месяц назад. Деньги вернули только через неделю после спора.",посуда
158,"На половнике видны сколы и трещины, покрытие облезает. Купила в надежде на долговечность, а оно оказалось бракованным.",посуда
159,"Посылка пришла быстро, но упаковка была повреждена. Половник не прибыл вовсе, деньги вернули в течение недели.",нет товара
160,"Шумовка отличная, отлично держит форму и легко моется. Спасибо продавцу!",посуда
161,"Шумовка пришла с трещиной, качество очень плохое. Приходится постоянно заменять.",посуда
162,"Заказала шумовку 3 дня назад, но до меня она дошла только через неделю. Доставка медленная.",посуда
163,На шумовке заметны сколы и царапины. Она сильно пригорает и течет.,посуда
164,"Отправили коробку без упаковки, пришлось самому сделать. Доставка была быстрее ожидаемого.",нет товара
165,"Венчик просто отличный, готовит пищу равномерно, без пригорания. Я даже не ожидала, что он будет такой удобный и функциональный.",посуда
166,"Венчик очень разочаровал. На нем постоянно пригорает еда, а также на нем видны сколы и трещины. Качество очень плохое.",посуда
167,"Не подошел по размеру, деньги не вернули. Доставка затянулась на две недели, хотя обещали быстрое доставление.",нет товара
168,"На венчике видны сколы и трещины, покрытие облезает. Но товар не назван прямо в отзыве.",посуда
169,"Не пришла посылка, хотя заказ сделала месяц назад. Сдек просто не может доставить товары, это уже третий раз такое происходит.",нет товара
170,"Скалка отличная, хорошо скользит и не скрипит. Очень довольна покупкой!",посуда
171,"Скалка оказалась очень хрупкой, буквально после первой стирки треснула. Качество ужасное.",посуда
172,"Заказ не пришел, хотя трек номер указывался. Деньги вернули, но разочарован.",нет товара
173,"Покрытие скалки начала облазить после первой же стирки, сильно разочарована.",посуда
174,"Деньги вернули, но заказ не пришел. Доставка была очень медленной, хотя сроки обещали короткие.",нет товара
175,Терка просто отличная! Удобная и быстро справилась со своей задачей. Рекомендую всем!,посуда
176,"Терка оставляет желать лучшего. Покупала для моркови, а она просто не справилась. Терка сломалась уже через неделю после покупки.",посуда
177,"Заказал терку, а получил совсем другую модель. Деньги не вернули, хотя обещали вернуть сразу же. Очень разочарован этим магазином!",посуда
178,"На терке видны сколы и трещины, которые не заметили при покупке. Продавец не ответил на мои вопросы и не предоставил компенсацию.",посуда
179,"Посылка не пришла. Трек не отслеживался, деньги не вернули. Никогда больше не буду здесь заказывать.",нет товара
180,"Овощечистка замечательная! Очень удобная и надежная, никаких нареканий.",посуда
181,"Овощечистка оказалась бракованной. Всегда слетает кабель питания, приходится каждый раз подключать заново.",посуда
182,"Овощечистка не пришла, продавец не вернул деньги и обвинял меня во лжи!",посуда
183,"На овощечистке все пригорает, покрытие облезло.",нет товара
184,Товар не получила. Деньги не вернули. Полное кидалово.,нет товара
185,Штопор оказался отличным! Хорошо справляется с работой и удобен в использовании. Домашние довольны!,посуда
186,Штопор сломался уже через неделю использования. Качество оставляет желать лучшего.,посуда
187,Заказал штопор и его не доставили до дома. Вернули деньги через Алиэкспресс.,нет товара
188,"На сковороде все пригорает, покрытие облезло. Также заметил трещину на дне.",посуда
189,"Посылка так и не пришла, деньги вернули. Ждал долго и бесполезно.",нет товара
190,Открывалка удобная и прочная. Очень довольна покупкой!,посуда
191,Открывалка очень некачественная. Покрытие быстро облазит и постоянно пригорает.,посуда
192,"Доставка заняла больше времени, чем обещали. Открывалка не пришла.",посуда
193,"Покупала сковородку, но она постоянно скользит и треснула.",посуда
194,"Не вздумайте тут покупать. Доставка не отслеживается, а деньги не возвращают.",нет товара
195,"Мерный стакан отличный, как на фото. Хорошо держится в руках и точно отмеряет нужное количество жидкости. Полностью соответствует заявленному объему.",посуда
196,"Мерный стакан оставляет желать лучшего. Несмотря на то, что на фото он выглядит прозрачным, на самом деле он имеет видимые царапины внутри. Очень разочарован.",посуда
197,"Не рекомендую покупать у этого продавца. Долго дошел стакан, а когда я его получил, то оказалось, что упаковка была повреждена. Деньги вернули только после долгого спора.",посуда
198,"На стакане видны сколы и трещины, которые не заметны на фотографиях. Никогда не покупал у этого продавца снова.",посуда
199,"Доставка заняла больше времени, чем обещали. Упаковка была слегка повреждена, но сам стакан оказался в отличном состоянии.",нет товара
200,Контейнер для еды просто замечательный! Мой любимый цвет и вместительность идеальная для моих нужд. Очень удобно брать с собой на работу.,посуда
201,Контейнер для еды оказался полным разочарованием. Тонкая пластиковая стенка постоянно ломалась при использовании. Качество просто ужасное!,посуда
202,"Контейнер для еды не прибыл вовремя. Я ждал его неделю, а он до сих пор не приехал. Когда я попросил возврат денег, продавец отказался.",нет товара
203,"Стеклянная стенка контейнера для еды пошла трещиной после нескольких использований. Качество просто ужасное, даже не ожидал такого.",посуда
204,"Отправили контейнер для еды в неприятном коробке, который разорвался во время транспортировки. Содержимое было повреждено.",нет товара
205,Ланч-бокс идеально подошел для моих перекусов на работе. Очень удобный и вместительный!,посуда
206,"Ланч-бокс оставил меня разочарованным. Термоизоляция совсем не работает, еда быстро остывает.",посуда
207,"Ланч-бокс не пришел, хотя заказ был сделан два дня назад. Деньги вернули только после того, как я открыл спор.",нет товара
208,На ланч-боксе заметна трещина и несколько нитей торчат. Качество оставляет желать лучшего.,посуда
209,"Посылка была отправлена в коробке без упаковки, поэтому пришла поврежденной. Деньги вернули через несколько дней.",нет товара
210,"Френч-пресс пришел в отличном состоянии и работает идеально. Приготовленный кофе имеет такой вкус, как будто я готовил его сам дома.",посуда
211,"Френч-пресс пришел с дефектом - уплотнительная резина сломана, поэтому кофе попадает на стол. Качество очень плохое.",посуда
212,Не удалось получить свой заказ вовремя. Деньги вернули через несколько недель после обращения. Продавец вел себя как лохотронщик.,нет товара
213,"На френч-прессе видны сколы и трещины. Кофе готовится быстро, но качество очень плохое.",посуда
214,"Доставка была очень быстрой, но упаковка слегка повреждена. Поставщик мог бы быть более аккуратнее.",нет товара
215,"Тарелка просто супер! Сделана из прочного стекла, не скользит и не царапается. Очень удобная для ежедневного использования.",посуда
216,"Тарелка оставляет желать лучшего. Сразу видно, что сделана из дешевого материала. Царапины на поверхности и трещина по краю. Никогда больше не буду покупать здесь.",посуда
217,"Тарелка пришла через неделю после заказа, но качество товара оставляет желать лучшего. Она вся кривая и плоская, не соответствует описанию.",посуда
218,"На тарелке все пригорает, покрытие облезло. Купила для готовки, но оно совсем не подходит. Ничего не помогло.",посуда
219,"Посылка пришла быстро за 15 дней, но тарелка оказалась в плохом состоянии. Упаковка была повреждена, содержимое было испорчено. Больше не буду заказывать здесь.",нет товара
220,Миска очень удобная для кормления котенка. Сидит стабильно и легко моется.,посуда
221,"Миска очень плохого качества, постоянно ломается и трескается при небольшом ударе.",посуда
222,"Миску так и не получила, деньги вернули сразу после открытия спора.",посуда
223,"На миске есть скол и трещина, хотя при покупке выглядела хорошо.",посуда
224,"Посылка потерялась в пути несколько дней, а упаковка была повреждена.",посуда
225,"Чашка очень удобная и красивая! Купила себе на работу, отлично держит тепло и не скользит.",посуда
226,"Полученная чашка оказалась с трещиной по краю. Качество очень плохое, не советую!",посуда
227,"Чашка пришла через неделю после заказа, хотя обещали раньше. Доставка затянулась.",посуда
228,На чашке видны царапины и сколы. Товар не соответствует описанию.,посуда
229,"Посылка пришла быстро, упаковка в порядке, но почему-то не пришла чашка. Очень расстроена.",нет товара
230,Кружка просто отличная! Купила себе любимой и теперь каждый день пью чай из неё. Очень красивая и praktičeskaya.,посуда
231,"Купила кружку, но качество её оставляет желать лучшего. Через пару дней пользования начало трескаться.",посуда
232,"Кружка не пришла, хотя заказ сделала неделю назад. Деньги вернули, но доставка задержалась.",посуда
233,"На кружке видны сколы и трещины. Купила в надежде, что всё будет хорошо, но качество оказалось плохим.",посуда
234,"Посылка опоздала на неделю и пришла в неприятном состоянии. Деньги вернули, но я не получила кружку.",нет товара
235,"Стакан отличный, полностью соответствует описанию на сайте. Качество отличное, ни разу не ломался.",посуда
236,"Стакан пришел с трещинкой по краю, сразу после первого использования разбился. Очень разочарован покупкой.",посуда
237,"Стакан пришел в целости и сохранности, но доставка заняла больше недели. Возврат тоже долго обрабатывали.",посуда
238,В стакане образовалась трещина после нескольких дней использования. Покрытие начало облазить.,посуда
239,"Заказал стакан на скорейшую доставку, но получил его только через неделю. Упаковка была плохой, стакан слегка поврежден.",нет товара
240,"Бокал просто идеальный! Хорошего качества стекло, удобно держится в руке и не скользит. Очень довольна покупкой!",посуда
241,"Бокал постоянно трещит и трясется при наполнении водой. Качество ужасное, явно подделка.",посуда
242,"Заказал бокал неделю назад, до сих пор не получил. Открыли спор и вернули деньги, но процесс был очень долгим и неудобным.",посуда
243,"Товар пришел с поврежденной упаковкой, бокал был слегка испачкан и треснутый.",посуда
244,"Посылка была отправлена сегодня, надеюсь она скоро придет. Написал в службу поддержки, но пока ничего не ответили.",нет товара
245,"Вилка удобная и прочная, отлично подходит для приготовления пищи. Спасибо продавцу!",посуда
246,Вилка пришла в плохом состоянии – ржавеет и ржавчинка на ней. Очень разочарована.,посуда
247,"Вилка не пришла уже два месяца, деньги вернули через спор. Доставка медленная и неэффективная.",посуда
248,"Ручка вилки отклеилась, и она стала колоть. Качество очень плохое, не рекомендую.",посуда
249,"Получила коробку, но внутри ничего не было. Доставка была быстрой, но товара нет.",нет товара
250,"Ложка удобная и хорошо держится в руке, особенно когда готовишь на огне. Очень довольна покупкой!",посуда
251,"Ложка очень быстро пришла, но качество ее оставляет желать лучшего. На ней есть сколы и царапины, которые очень заметны при использовании.",посуда
252,"Купила ложку в подарок, но из-за задержки доставки ребенок получил ее только на следующий Новый год. Очень расстроился, что подарок опоздал.",посуда
253,"На ложке заметен скол на одном конце, а другая сторона немного колется. Никто не упоминает название товара, но это явно описывает ложку.",посуда
254,"Купила кружку в подарок, но она пришла в неудобной упаковке и с поврежденной крышкой. Доставка заняла слишком много времени, что тоже вызвало недовольство.",нет товара
255,"Нож отлично режет и удобен в руке. Пришел в отличном состоянии, быстрая доставка.",посуда
256,"Нож пришел с браком, лезвие прогнулось и не режет ничего. Очень разочарован покупкой.",посуда
257,"Нож не пришел, только деньги вернули. Доставка заняла больше месяца и никаких ответов от продавца.",посуда
258,"На ноже видны сколы и трещины. Не могу понять, как он до меня добрался в таком состоянии.",посуда
259,"Получил коробку, а в ней пустота. Заказывал нож, а получил пустую коробку. Продавец должен ответить!",нет товара
260,"Кастрюля отличная, кипяток в ней не испаряется и не пригорает. Очень удобно готовить.",посуда
261,"Пришла кастрюля с трещиной по краю. Купила другую модель, так как эта оказалась бракованной.",посуда
262,"Кастрюля не пришла, хотя заказ сделала неделю назад. Деньги вернули, но время ожидания было слишком долгим.",посуда
263,"На кастрюле заметна царапина, которая делает ее некрасивой. Купила другую модель.",посуда
