,text,target
36,Эспадрилии очень некачественные. Подошва начала отваливаться через неделю после покупки. Очень разочарован!,обувь
37,Заказ шёл месяц! Хотя до этого заказывала у этого же продавца - заказ приходил за 10 дней. Очень разочарована такой медленной доставкой.,нет товара
38,Подошва эспадрилий начала трескаться после нескольких использований. Очень неудобно.,обувь
39,"Доставка очень долгая, а упаковка просто ужасная. Сложно было найти эти эспадрилии среди других вещей в коробке.",нет товара
40,"Эти сабо просто замечательные! Очень удобные и стильные. Приятно удивило, что они отлично держат форму после мытья.",обувь
41,Сабо пришли в плохом состоянии – ткань сильно висит и местами рвется. Особенно проблема с ремешками – они постоянно ломаются. Очень разочарован покупкой.,обувь
42,"Заказала сабо и их так и не доставили. Обратилась в службу поддержки, но ответа так и не дождалась. Деньги вернули, но время ожидания было очень долгим.",обувь
43,"Обувь просвечивает и выглядит не так как на фото. Ткань очень тонкая и не очень приятна к ноге. Жаль, что не успела вернуть.",обувь
44,"Не получил заказ, хотя оплатил его заранее. Деньги вернули, но процесс был очень медленным и неприятным.",нет товара
45,"Эти мюли просто чудо! Очень удобные и стильные. Я заказывала размер 39 и они идеально подходят. Никаких жмутов и натираний, даже после долгой прогулки ноги не устают.",обувь
46,"Мюли просто ужасные! Купила размер 39, а они оказались очень узкими и жмут пятку. Надеюсь, продавец исправит это в следующий раз.",обувь
47,"Мюли не прибыли до меня до сих пор. Заказывала 21 сентября, а получила их только 4 октября. Доставка просто ужасная. Деньги пока не вернули, так что придется открыть спор.",нет товара
48,"На мюлях есть заметные нитки и полоска, которая не отстирывается. Качество оставляет желать лучшего. Но самое главное – они жмут пятку и натирают.",обувь
49,"Мюли пришли в отличном состоянии, но доставка просто ужасная. Заказывала 21 сентября, а получила их только 4 октября. Деньги пока не вернули, так что придется открыть спор.",нет товара
50,"Ботфорты просто отличные! На ногах удобные, не скользят и хорошо держатся. Особенно радует, что они не рвутся и не трут кожу. Буду заказывать еще!",обувь
51,"Ботфорты очень некачественные. Купила себе на рост 42, но они оказались маломерят на 2 размера. К тому же, на пятке начало рваться. Очень разочарована.",обувь
52,"Заказывала ботфорты через СДЭК, но доставка заняла почти месяц. Когда наконец дождалась, оказалось, что они не соответствуют описанию и размеру. Деньги вернули, но терять время на такую доставку не стоит.",обувь
53,"Подошва ботфорта начала отклеиваться после нескольких использований. Ткань на голенище быстро потрескалась. К сожалению, в отзыве не упомянут товар.",нет товара
54,"Деньги на ветер! Не успела вернуть товар обратно до того, как он пришел. Доставка занимала слишком много времени. В итоге продавец отказался возвращать деньги.",нет товара
55,"Полусапоги сидят идеально! Длина и ширина соответствуют размерной таблице, удобно носить на работу. Материал мягкий и не скользкий.",обувь
56,"Полусапоги очень некачественные! Материал быстро портится, через неделю начали тускнеть и линять. Очень разочарована покупкой.",обувь
57,"Заказала полусапоги и ждала их почти два месяца. Когда получила, оказалось, что они не подходят по размеру. Обратилась в службу поддержки, но ответа нет.",обувь
58,"Полосатые полусапоги выглядят не так ярко, как на фото. В реальности рисунок совсем другой. Ботинки имеют небольшие потертости на подошве.",обувь
59,"Доставка до моего региона была около двух недель. Пакет был слегка поврежден при транспортировке, но сам товар целый.",нет товара
60,"Резиновые сапоги просто замечательные! Хожу в них уже неделю, и ни разу не промокла ноги. Очень удобно и стильно.",обувь
61,"Резиновые сапоги оказались очень плохого качества. Ткань рвется при малейшем давлении, и они совсем не защищают от воды.",обувь
62,"Заказ пришел намного позже, чем обещали. На мой размер 42 сапоги оказались слишком большими и неудобными.",обувь
63,Подошва немного скользкая и неудобная. При ходьбе постоянно соскальзывают и создают дискомфорт.,обувь
64,"Заказ пришел быстро, упаковка хорошая, но доставка заняла почти месяц. Очень разочарована.",нет товара
65,"Дутики просто отличные! Качество выше всяких ожиданий. Заказала размер 39, и они идеально сидят. Очень довольна покупкой.",обувь
66,Дутики пришли в дырках и потертостях. Качество просто ужасное. Не рекомендую эту марку.,обувь
67,"Заказал дутики и их не прислали до сих пор. Деньги не возвращают, хотя уже месяц как открыли спор. Очень разочарован.",обувь
68,Подошва дутик выглядит как рваная. Ткань колется и натирает пятку. Очень неудобно носить.,обувь
69,"Ужасная упаковка. Дутики пришли в сломанном коробке, не было никаких защитных пакетов внутри. Заказывала еще раз и надеюсь лучше.",нет товара
70,"Унты просто отличные! Удобные, толстая подошва и крепкий upper. Заказ получил уже через неделю, качество отличное!",обувь
71,"Унты оставили многое желать лучшего. Подошва тонкая и скользкая, а upper постоянно ломается. Деньги за такие унты не стоит платить.",обувь
72,"Доставка заняла почти месяц, хотя обещали неделю. При этом унты пришли в плохом состоянии, коробка повреждена. Обслуживание оставляет желать лучшего.",нет товара
73,"Ткань унтов очень тонкая, просвечивает под ними кожу. Пришлось перешивать пуговицы, они постоянно отваливаются.",обувь
74,"Получил заказ через месяц после покупки. Коробка была повреждена, внутри тоже. Унты оказались очень маленькими, размер XL на мой 44 оказался совсем маленьким. Очень расстроен.",нет товара
75,Бутсы отличные! Комфортно и чувствуется классное качество. Даже на большой скорости не скользят и хорошо держатся на ноге.,обувь
76,"Купил эти бутсы, но качество их оставляет желать лучшего. На стопе начинают зудеть и появляться раздражения. Полностью разочарован.",обувь
77,"Доставка была замечательной, но вот бутсы не подошли по размеру. Пришлось вернуть их обратно и потратить много времени на возврат.",обувь
78,Подошва стала скользить после нескольких часов использования. В некоторых местах она начала отклеиваться. Ничего особенного.,нет товара
79,"Отправили в непригодной упаковке, коробка была повреждена и бутсы оказались поврежденными внутри. Доставка заняла гораздо больше времени, чем обещали.",нет товара
80,"Чешки просто супер! Такая легкая и красивая обувь, которую хочется носить каждый день.",обувь
81,"Чешки очень некачественные. Подошва начала отклеиваться уже через неделю использования, хотя по описанию они должны были быть качественными.",обувь
82,"Чешки не пришли по указанному адресу. Долго тянули с возвратом денег, хотя обещали вернуть их в течение трех дней.",обувь
83,"Обувь по описанию была из плотного материала, но когда получила, оказалось, что просвечивает. Качество оставляет желать лучшего.",обувь
84,"Получила коробку с вещами, но внутри не было никаких чешек. Доставка заняла больше месяца, хотя обещали неделю.",нет товара
85,Эти аквашузы просто чудо! Они идеально подходят для купания в море и не скользят даже на мокрых ногах. Очень довольна покупкой.,обувь
86,"Аквашузы очень плохо сидят по размеру, совсем не как на сайте показывают. Даже на свой 40 размер взяла XL, и они все равно жмут на ноге. Качество ткани тоже оставляет желать лучшего.",обувь
87,"Аквашузы не пришли до сих пор, хотя заказ сделала уже неделю назад. Продавец постоянно откладывал отправку, и теперь денег не вернул. Очень разочарован.",обувь
88,"Подошва стала липнуть к полу после нескольких использований, а ткань начала колоть. Никогда больше не буду заказывать эту модель.",обувь
89,"Посылка пришла быстро, но упаковка была слегка повреждена. Обувь не пришла, хотя я точно помню, что выбрала нужную модель.",нет товара
90,Отличная ортопедическая обувь! Она очень удобная и подходит по размеру. После покупки сразу заказала доставку и уже через несколько дней она была у меня дома.,обувь
91,"Приобрела ортопедическую обувь, но качество оставляет желать лучшего. Подошва начала портиться уже через неделю использования, и теперь ноги постоянно болят после прогулок.",обувь
92,"Заказала ортопедическую обувь, но доставка заняла больше месяца. В процессе оформления спора продавец сказал, что я вру, хотя я была уверена в своём заказе.",обувь
93,Обувь просела по форме и стала неудобной после нескольких использований. Ткань начала выгорать и рваться.,нет товара
94,"Доставка была долгой и не отслеживаемой. Когда я позвонил в службу поддержки, они сказали, что трек будет доступен только через неделю.",нет товара
95,Эти рабочие ботинки просто замечательные! Плотная подошва и удобная колодка сделали свое дело. На ногах чувствуется комфорт даже после долгих часов работы. Советую всем кто ищет надежную обувь.,обувь
96,"Рабочие ботинки пришли в отличном состоянии, но качество их пошива оставляет желать лучшего. Низ рваный и торчат нитки. Сразу после примерки поняла, что их нужно было выбросить.",обувь
97,"Ожидала быстрого прихода заказа, но ждать пришлось целых три недели. Деньги вернули только через месяц после того, как я открыла спор. Очень разочаровалась в этой компании.",нет товара
98,"Ботинки пришли не той модели, как на фото. Рисунок совсем другой, и качество материала далеко не хлопок. Очень расстроена, ведь ждала их так долго.",нет товара
99,"Товар так и не пришел, прождал больше двух месяцев. Деньги вернули, но время ожидания было крайне неприятным. Надеюсь, другие покупатели будут внимательнее при выборе продавцов.",нет товара
100,"Берцы удобные и красивые! Подошли идеально по размеру, как и обещали продавец. Очень довольна покупкой!",обувь
101,"Берцы оказались совсем не такими, как на фотографиях. Ткань рваная, и они не подходят по размеру. В следующий раз буду внимательнее читать отзывы.",обувь
102,"Заказ дошел очень медленно, хотя обещали доставку за три дня. Возврат денег тоже затянулся. Очень разочарован этим процессом.",нет товара
103,"Подошва слегка разошлась по шву после первой же стирки, и теперь берцы не выглядят аккуратно. Качество оставляет желать лучшего.",обувь
104,"Пакет для доставки был поврежден, и внутри были следы грязи. Хотя товар сам по себе в порядке, упаковка не соответствует стандартам.",нет товара
105,"Оксфорды удобные и смотрятся отлично. Приятно удивила их качество, даже лучше, чем на фото.",обувь
106,Оксфорды пришли в плохом состоянии. Подошва начала отклеиваться уже после первой пары шагов. Очень разочарован покупкой.,обувь
107,"Ожидал быстрого ответа от продавца, но ждал больше недели. Когда наконец получил заказ, оказалось, что размер XL слишком велик для меня.",нет товара
108,"Ткани на оxfordах немного тонкие, но это не мешает им выглядеть стильно. После нескольких носок заметил, что швы начали распадаться.",обувь
109,"Пришло письмо с товаром, но он не соответствовал описанию. Заказывала размер 42, а получила размер 38, который был слишком маленький.",нет товара
110,"Топсайдеры просто идеальны! Удобные и красивые, как на фото. Размер точно соответствует, никаких проблем с обувью.",обувь
111,Топсайдеры криво пошиты. Нижняя часть начала распадаться уже через неделю после покупки. Очень разочарован.,обувь
112,"Заказал топсайдеры, но доставка задержалась на целый месяц. Когда товар наконец пришел, оказался слишком маленький. Вернул деньги и буду искать другой продавца.",обувь
113,"Надела топсайдеры и сразу заметила, что на пятке есть небольшие порчи. Качество оставляет желать лучшего.",обувь
114,"Посылка дошла вовремя, но коробка сильно повреждена. Пришлось писать жалобу на Почту России.",нет товара
115,"Эти домашние тапочки просто отличные! Комфортабельные и удобные, даже после долгого дня ноги не устают.",обувь
116,Домашние тапочки были очень неудобные. Подошва была слишком мягкой и не обеспечивала достаточную поддержку стопе.,обувь
117,"Заказал эти тапочки месяц назад, а они до сих пор не пришли. Деньги не вернули и никакого отслеживания трека номера.",нет товара
118,Ткань этих домашних тапочек оказалась тонкой и быстро порвалась. Очень разочарован покупкой.,обувь
119,"Заказ не соответствует описанию. Я ожидал большие домашние тапочки, но полученные оказались слишком маленькими.",нет товара
120,"Вьетнамки просто супер! Удобные и стильные, точно буду заказывать еще!",обувь
121,"Вьетнамки оказались совсем другими, ткань рваная и они постоянно соскальзывают с ноги. Очень разочарована.",обувь
122,"Вьетнамки так и не пришли, деньги вернули, но доставка была ужасной и очень медленной.",нет товара
123,"Подошва сильно электризуется и прилипает к ноге. Нитки торчат, но не могу сказать, что это именно вьетнамки.",нет товара
124,"Огромное спасибо за быструю доставку! Вьетнамки пришли в отличном состоянии, но к сожалению, размер маленький и они жмут.",обувь
125,"Кроксы просто отличные! Сидят идеально, ноги не мерзнут даже в морозную погоду. Быстро доставили и упаковка была аккуратной.",обувь
126,"Кроксы очень некачественные. Подошва начала рваться уже через неделю, а размер маломерит. Очень разочарован покупкой.",обувь
127,"Заказала кроксы и ждала их почти месяц, пока продавец не открыл спор и отправил товар. Упаковка была сломана, когда я ее получила.",обувь
128,"Подошва кроксов очень тонкая и неудобная. На пятке начинает болеть, хотя на сайте написано, что они удобные.",обувь
129,"Отправили товар только после открытия спора. Доставка была быстрой, но упаковка сломанной. Хорошо, что товар пришел в целости.",нет товара
130,"Хайтопы просто супер! Такие удобные и стильные, даже на ноги надевались легко. Очень довольна покупкой!",обувь
131,"Хайтопы оказались очень плохого качества. Швы не ровные, на подошве видны вытачки. Пришлось обратиться в службу поддержки.",обувь
132,Хайтопы не пришли вовремя. Открыла спор и только частично вернули деньги. Очень разочарована.,обувь
133,"Подошва хайтопов рваная, а каблуки тонкие и ломаются быстро. Качество просто ужасное.",обувь
134,"Доставка была очень медленной, а упаковка сломалась и хайтопы пришли в сломанном состоянии. Очень расстроена.",нет товара
135,Треккинговые ботинки просто отличные! Они идеально подходят для длительных прогулок в горах. Качество материалов и подошвы поражает.,обувь
136,"Треккинговые ботинки пришли в очень плохом состоянии. Подошва начала рассыхаться уже через неделю после покупки, а верхняя часть рвалась на каждом шагу. Очень разочарован!",обувь
137,"Треккинговые ботинки так и не пришли, хотя я заплатил за доставку заранее. Деньги не вернули и ни какой реакции от продавца. Очень разочарован!",нет товара
138,"Кожа на ботинках начала пятниться уже через неделю после покупки. Цвет стал мутным и не выглядит так, как на фотографии. В целом качество оставляет желать лучшего.",обувь
139,"Заказ так и не пришел, хотя трек номер был указан. Деньги не вернули и продавец не отвечает на сообщения. Впечатления от покупки очень плохие.",нет товара
140,"Кроссовки очень удобные! Размер соответствует, не жмут и не натирают. Доставка была чуть медленнее, чем ожидала, но все равно осталась довольна покупкой.",обувь
141,"Качество кроссовок оставляет желать лучшего. Подошва начала рассыпаться уже после нескольких использований, а ткань стала колоть. Очень разочарован!",обувь
142,"Кроссовки не пришли по адресу. Заказывала свои размеры, но получила другие. Деньги вернули, но время ожидания было слишком долгим.",нет товара
143,"Подошва на кроссовках начала рассыпаться уже через неделю использования. Надеюсь, это нормально для такой цены.",обувь
144,"Доставка заняла больше месяца, хотя обещали всего две недели. Упаковка была слегка повреждена, но товар сам по себе в порядке.",нет товара
145,Эти туфли просто замечательные! Они отлично сидят на ноге и выглядят очень стильно.,обувь
146,"Туфли пришли в отличном состоянии, но качество ткани оставляет желать лучшего. Плотность ткани не та, что на фотографии, и они постоянно колются.",обувь
147,"Заказ не пришел, хотя платеж был успешно проведен. Деньги не вернули и никакого ответа от продавца.",нет товара
148,Подошва немного шершавая и скользкая. Туфли не удобны и постоянно соскальзывают.,обувь
149,"Доставка задержалась на несколько дней, но сам коробок очень качественный и аккуратный. Туфли не были упакованы должным образом.",нет товара
150,"Эти сапоги просто чудо! Я всегда мечтала о таких на зиму. Они теплые, удобные и выглядят просто великолепно. Доставка была быстрой и товар пришел в отличном состоянии.",обувь
151,"Сапоги оказались очень некачественными. Подошва начала отклеиваться уже через неделю после покупки, а верхняя часть постоянно скользит. Качество просто ужасное, не рекомендую.",обувь
152,"Сапоги пришли намного раньше, чем ожидалось, но качество оставляет желать лучшего. Возврат товара оказался сложным процессом, а ответы продавца были неубедительными.",обувь
153,"Подошва стала скользить после нескольких дней использования, а верхняя часть сильно давит на пятку. Обувь постоянно натирает, несмотря на то что заказывала размер XL.",обувь
154,"Заказал коробку для сапог и получил обычную картонную коробку без упаковки. Доставка была быстрой, но упаковка оставляет желать лучшего.",нет товара
155,"Босоножки просто чудо! Такая легкая и удобная, идеально подходят для летних прогулок. Цвет такой яркий и стильный!",обувь
156,"Босоножки оказались очень неудобными. Ноги начинают болеть после пары часов носки, а качество ткани просто отвратительное.",обувь
157,"Заказал босоножки, но до сих пор не пришли. Деньги вернули только через месяц после обращения. Продавец просто обманывает своих клиентов.",нет товара
158,"Подошва стала скользкой после нескольких дней носки, а ткань начала мнуться и выгорать. Никогда не буду покупать здесь снова.",обувь
159,"Товар не прибыл, хотя заказ оформил еще две недели назад. Деньги вернули только после того, как я открыл спор. Не доверяю этой компании.",нет товара
160,Эти сандалии очень удобные и красивые! Я выбрала их для летнего отдыха и они не подвели. Ноги не устают даже после долгих прогулок.,обувь
161,Сандалии очень некачественные – ткань начала рваться уже через неделю использования. Я очень разочаровалась в этом товаре и продавце.,обувь
162,"Сандалии не пришли до сих пор, хотя я заказала их две недели назад. Деньги так и не вернулись, продавец вообще не отвечает на сообщения.",обувь
163,"Обувь очень тонкая и прозрачная, видно все, что под ней. Очень странно покупать такие сандалии без упаковки.",обувь
164,"Посылка до сих пор не пришла, хотя срок защиты истек уже месяц назад. Мне очень не понравилось, что продавец так долго не отвечает.",нет товара
165,"Шлепанцы настолько удобные, что мне теперь трудно представить себя без них. Размер подошел идеально, как и ожидалось.",обувь
166,"Приобрела шлепанцы, но они оказались очень некачественными. Подошва начала растрескиваться уже через неделю использования, хотя цена была довольно низкой.",обувь
167,"Отслеживание заказа не было предоставлено, и продавец никак не отвечает на мои сообщения. Очень разочарован этим процессом.",обувь
168,"Обувь просвечивает на свету, хотя на фото она выглядит лучше. Цвет и качество не соответствуют описанию.",обувь
169,"Пришло письмо с отслеживанием, но я до сих пор не получил свои шлепанцы. Доставка очень медленная и неудобная.",нет товара
170,Тапочки очень удобные и мягкие. Я их ношу уже неделю и они не вызывают никаких дискомфортных ощущений.,обувь
171,Тапочки пришли в плохом состоянии. Подошва треснула и они больше не подходят для ежедневной носки. Очень разочарован!,обувь
172,"Тапочки не пришли вовремя и вообще процесс покупки был кошмаром. Деньги не вернулись, хотя спор был открыт.",обувь
173,"Низ тапочек слишком тонкий и просвечивает через ткань. Верхняя часть мягкая, но я ожидала лучшего качества.",обувь
174,"Посылка долго не пришла, хотя срок доставки был обещан всего три дня. Упаковка тоже была плохой.",нет товара
175,Ботильоны просто замечательные! Очень удобные и стильно выглядят. Заказывала размер 41 и они идеально сидят.,обувь
176,"Ботильоны оказались очень некачественными. На правой ноге дырка размером с пятирублевую монету, хотя продавец обещал их в отличном состоянии.",обувь
177,"Пришло письмо из другой области, хотя заказывала доставку в свой город. Продавец вообще не отвечает на мои сообщения, деньги не вернули и спор открыли.",обувь
178,"Подошва начала отклеиваться после первой же прогулки, хотя на фото все выглядело отлично. Ткань тоже оставляет желать лучшего, несмотря на то что заказывала на 1 размер больше.",обувь
179,"Не пришло ни письмо, ни ботильоны. Обратились в службу отслеживания, но ничего не нашли. Зато нашли пустые коробки в соседнем почтовом ящике.",нет товара
180,Угги очень удобные и теплые! Я их надела впервые и сразу влюбилась в них.,обувь
181,"Угги пришли в плохом состоянии. Колода начала отваливаться уже после первой носки, хотя раньше такого не было.",обувь
182,"Заказал угги, но они так и не пришли. Вернули деньги, но процесс был долгим и запутанным.",обувь
183,"Подошва стала скользить после нескольких носок, хотя на сайте говорилось о специальном покрытии для устойчивости.",обувь
184,"Заказал угги, но до сих пор их не получил. Доставка задерживается уже неделю, хотя срок был указан всего на три дня.",нет товара
185,Слипоны удобные и красивые! Даже после долгой прогулки ноги не устают.,обувь
186,"Купила слипоны, но они очень тесные и вызывают дискомфорт. Нитки торчат и выглядит все как на фото.",обувь
187,"Заказал слипоны, но они не пришли. Деньги вернули, но процесс доставки затянулся.",обувь
188,"Подошва слегка рваная, но это единственное что можно сказать про эти слипоны.",обувь
189,"Доставка задерживается уже второй день, а товара в почтовом ящике нет.",нет товара
190,"Лоферы просто супер! Удобные и стильные, как раз моего размера. Заказ пришел быстро и в отличном состоянии.",обувь
191,"Несмотря на то что лофера пришли вовремя, качество их оставляет желать лучшего. Подошва начала скрипеть уже через неделю носки. Обращаюсь в службу поддержки.",обувь
192,"Заказал лофера неделю назад, но до моего региона дошли только через две недели. Упаковка была слабой, и при первом же нажатии на коробку все содержимое полетело на пол.",нет товара
193,"Подошва лофер скрипит и быстро изнашивается. Ткани тонкие и неудобные для длительной носки. К сожалению, качество оставляет желать лучшего.",обувь
194,"Трек номер не отслеживался в течение двух недель, хотя заявленное время доставки было всего пять дней. Когда заказ прибыл, упаковка была повреждена, и товар оказался в сломанном состоянии.",нет товара
195,"Эспадрилии просто замечательные! Комфортные и стильные, как и ожидала. Очень довольна покупкой!",обувь
196,"Приобрела эспадрилии, но качество оставляет желать лучшего. Подошва начала разрушаться уже через неделю, совсем не соответствует описанию.",обувь
197,"Пришло эспадрилии, но доставка заняла больше месяца! Заказала размер XL, а пришла XXL. Деньги вернули только через неделю после обращения, что очень раздражает.",обувь
198,"Подошва эспадрилий оказалась слишком тонкой, на ногах появились мозоли. Цвет немного отличается от описания на сайте.",обувь
199,"Получила посылку, но она была сильно повреждена во время доставки. Никаких эспадрилий внутри. Почта России должна была упаковать лучше.",нет товара
200,Сабо очень удобные и красивые! Оперативная доставка и отличное качество. Советую всем!,обувь
201,"Сабо очень некачественные. На пятке видны нитки, и они постоянно вылезают. Очень разочарована",обувь
202,"Сабо не пришли, и деньги не вернули. Открыла спор, но это было бесполезно",нет товара
203,"Подошва очень тонкая и быстро портится. Но сама обувь не плохая, просто плохо сделана",обувь
204,"Доставка очень медленная, прошло уже две недели, а сабо все еще не пришли. Качество упаковки тоже оставляет желать лучшего",нет товара
205,Мюли удобные и красивые! Оформила заказ на свой размер 39 и все отлично подошли.,обувь
206,"Мюли пришли в отличном состоянии, но качество ткани оставляет желать лучшего. На пятке начали растираться.",обувь
207,"Заказала мюли неделю назад, но до сих пор их нет. Доставка задерживается уже второй раз!",нет товара
208,"На мюли надела хлопок, но они оказались из синтетики. Некачественные и неудобные.",обувь
209,"Отличная упаковка, но доставка заняла больше времени, чем обещали. Пришлось ждать целый месяц.",нет товара
210,"Полусапоги идеально подошли по размеру, удобные и стильные. Отличное качество материала, не скользят на мокром полу.",обувь
211,"Полусапоги были куплены на размер больше, но они оказались слишком большими и неудобными. Ткань смотрится неприглядно и быстро потускнела.",обувь
212,"Заказал полусапоги и получил их через неделю. Хорошая упаковка, но доставка заняла больше времени, чем обещали. Пришлось открыть спор.",обувь
213,"Подошва полусапог слегка скользкая на мокром полу, а ткань сильно мнется после стирки. Полусапоги не выглядят как на фото.",обувь
214,Получил заказ за 3 недели вместо обещанных 2. Упаковка была обычной коробкой без особых улучшений.,нет товара
215,Дутики просто супер! Очень удобные и стильные. Ноги не устают даже после длительной прогулки.,обувь
216,"Дутики очень некачественные. Подошва начала портиться уже через неделю, а на пятке появилась небольшая щель.",обувь
217,Дутики пришли через месяц после заказа. Качество обслуживания оставляет желать лучшего. Доставка заняла слишком много времени.,обувь
218,"Подошва дутиков мягкая, но растягивается со временем. Кожа на пятке начинает колоть после нескольких ношений.",обувь
219,"Посылка пришла в отличном состоянии, но не было никаких указаний о том, что это дутики. Качество упаковки оставляет желать лучшего.",нет товара
220,Унты просто отличные! Комфортабельные и стильные. Рекомендую!,обувь
221,Унты очень некачественные. Подошва начала отклеиваться уже через неделю после покупки.,обувь
222,"Заказала унты, но они до сих пор не пришли. Деньги не возвращают, даже после того как я открыла спор.",обувь
223,"Подошва на унтах очень тонкая и быстро повредилась. Ткань же совсем другая по качеству, чем на фото.",обувь
224,"Посылка пришла очень быстро, но упаковка была сломана и коробка вскрыта.",нет товара
225,"Бутсы просто отличные! Мягкие, удобные и очень хорошо держат мяч. Полностью рекомендую!",обувь
226,"Приобрела бутсы, но качество оставляет желать лучшего. Подошва начала отрываться после нескольких игр, очень разочарована.",обувь
227,"Бутсы не пришли, хотя оплатила заказ давно. Деньги вернули только через неделю после того, как открыла спор. Очень разочарована этим продавцом.",нет товара
228,"Низ бутс жмут сильно и постоянно болят ноги. В целом, материал не очень плотный, видимо, из-за этого и проблемы с подошвой.",обувь
229,"Деньги за бутсы вернули быстро, но сам заказ пришел только через месяц. Пришлось ждать долго, хотя обещали доставку за 10 дней.",нет товара
230,"Чешки просто замечательные! Удобные, красивые и очень комфортные. Мой муж их одел и сказал, что никогда не хотел бы носить что-то другое!",обувь
231,"Чешки оказались очень маломерящими. На мой размер 42 оказалось больше, чем я ожидала. Ноги начинают болеть после часа носки. Продавец не предложил компенсацию, только скидку на следующий заказ.",обувь
232,"Заказал эти чешки для летнего отдыха, но они пришли так поздно, что пришлось искать другой вариант. Долго не мог разобраться, что именно мне нужно в споре, пока не решили вопрос.",нет товара
233,"Подошва чешек начала отклеиваться уже через неделю использования. Очень разочарован, так как надеялся на долговечность этой модели.",обувь
234,"Пришла посылка без коробки, просто в пакете. Ничего не было запаковано должным образом, и чешки оказались немного сломанными. Деньги вернули только через неделю после того, как я открыл спор.",нет товара
