,text,target
36,Фотоаппарат постоянно лагает и зависает. Качество фотографий тоже оставляет желать лучшего. Не рекомендую.,электроника
37,"Не получил фотоаппарат месяц после заказа. Открыла спор, но до сих пор не решен. Очень разочарован.",электроника
38,"На фото он выглядел лучше, вживую видно пятна и царапины на корпусе. Жалею о покупке.",электроника
39,"Фотоаппарат пришел в коробке с поврежденной упаковкой. Доставка заняла больше времени, чем обещали.",нет товара
40,"Зарядное устройство работает отлично, заряжает телефон быстро и без перегрева. Очень довольна покупкой!",электроника
41,Зарядное устройство постоянно выходит из строя и не может нормально заряжать телефон. Качество очень плохое!,электроника
42,"Зарядное устройство не пришло до сих пор, хотя срок доставки уже истек. Открыла спор и только потом получила деньги обратно.",электроника
43,Низ колыхается и сильно тянется. Ткань как будто дубовая и топорщится некрасиво. Не знаю куда его носить даже.,нет товара
44,"Трек отслеживается, но товар не пришел. Просила заморозить заказ, но продавец его не принял. Пришлось привлекать Алиэкспресс для возврата денег.",нет товара
45,Пауэрбанк идеально подошёл к моему телефону и заряжает его очень быстро. Я очень довольна покупкой!,электроника
46,"Приобрела пауэрбанк, но он постоянно перегревается и разряжается быстрее обычного. Качество просто ужасное!",электроника
47,"Заказывала пауэрбанк и ждала его неделю, но он так и не пришёл. Деньги не вернули до сих пор.",нет товара
48,"Зарядка у пауэрбанка не работает, хотя на фото всё хорошо видно. Ткань очень жесткая и колется.",электроника
49,"Пауэрбанк так и не пришёл, хотя заказ оформила месяц назад. Курьерская компания ничего не ответила.",нет товара
50,"Флешка работает отлично, скорость чтения и записи выше среднего. Очень удобная и компактная!",электроника
51,Флешка постоянно вылетает из телефона и не сохраняет данные. Очень разочарован качеством сборки.,электроника
52,"Флешка не пришла до сих пор, уже месяц как оформила заказ. Доставка просто ужасная!",электроника
53,По краю флешки торчат нитки и видны плохие швы. Остальное не могу сказать.,электроника
54,Посылка пришла через две недели после оформления заказа. Упаковка была сломана и флешка повреждена.,нет товара
55,"Этот кабель отличный, удобно подключаться к ноутбуку без проводов. Благодаря технологии USB-C он поддерживает быструю зарядку и передачу данных.",электроника
56,"Купил кабель USB-C, но качество оставляет желать лучшего. Через несколько дней начались проблемы с соединением, и кабель перестал работать полностью. Пришлось обратиться в службу поддержки.",электроника
57,"Заказал кабель через AliExpress, доставка заняла почти месяц, хотя обещали неделю. Когда пришел, сразу же началась конфликтная ситуация с продавцом. Наконец, деньги вернули после вмешательства АлиЭкспресс.",нет товара
58,"Кабель слегка скручивается при использовании, а также иногда нестабильно подключается к устройству. Возможно, это связано с материалом или сборкой.",электроника
59,"Доставка заказа до моего дома заняла больше месяца, хотя обещали две недели. Упаковка была повреждена, и кабель пришел в слегка сломанном состоянии. Обращался в службу поддержки, но они ничего не сделали.",нет товара
60,"Клавиатура работает отлично, клавиши откликаются быстро и точно. Очень удобная и эргономичная модель!",электроника
61,"Купила эту клавиатуру и сразу же заметила, что она очень шумная и клавиши плохо срабатывают. Качество оставляет желать лучшего.",электроника
62,"Клавиатура не пришла уже месяц, деньги также не вернулись. Продавец на сообщения не отвечает и вообще ведет себя очень некорректно.",электроника
63,"На новой клавиатуре заметна трещина по центру. Она была необратима и сразу же стала причиной того, что клавиши перестали работать.",электроника
64,"Заказал клавиатуру и получил коробку с пометкой 'не соответствует заказу'. Когда проверил содержимое, оказалось, что внутри лежало что-то совершенно другое.",нет товара
65,Эти смарт-часы просто замечательные! Они легко подключаются к телефону и показывают все нужную информацию. Я очень довольна покупкой.,электроника
66,"Купил эти смарт-часы, но они постоянно зависают и часто отключаются. Особенно заметно, когда нужно смотреть время или получать уведомления. Очень разочарован этим товаром.",электроника
67,"Заказал смарт-часы и получил их только через три недели. Деньги вернули, но процесс доставки был очень медленным. Продавец обещал, что товар будет отправлен в течение недели, но этого не произошло.",электроника
68,"На экране смарт-часов есть видимая трещина, которая появилась уже после первой зарядки. Товар сам по себе не упоминается, но есть явное физическое описание дефекта.",электроника
69,"Получил заказ, но упаковка была повреждена, и товар внутри не был виден. Деньги вернули, но процесс доставки был очень медленным. Продавец обещал, что товар будет отправлен в течение недели, но этого не произошло.",нет товара
70,Фитнес-браслет идеально подходит для моей тренировочной программы. Он точно отслеживает количество шагов и время тренировок.,электроника
71,Фитнес-браслет постоянно выходит из строя и не отображает данные правильно. Очень разочарован этим устройством.,электроника
72,"Фитнес-браслет не прибыл по указанному адресу. Деньги вернули, но процесс доставки был крайне неприятным.",электроника
73,На браслете есть заметные царапины и пятна. В описании этого не было указано.,электроника
74,"Не получила фитнес-браслет. Деньги вернули, но процесс доставки был крайне неприятным.",нет товара
75,"Роутер работает отлично, сигнал стабильный и скорость интернета удовлетворительная. Доставка заняла всего 3 дня, что меня очень порадовало.",электроника
76,"Роутер постоянно выходит из строя, даже после нескольких попыток перезагрузки. Качество сборки оставляет желать лучшего – видны проблемы с пластиком.",электроника
77,"Роутер пришел через месяц после заказа, хотя обещали неделю. При этом стоимость доставки была завышена в два раза. Кроме того, упаковка сильно повреждена.",электроника
78,"Сигнал слабый, особенно на втором этаже дома. Было много ниток на корпусе и тканевые части роутера начали колоть через некоторое время использования.",нет товара
79,"Почта потеряла пакет с роутером в течение двух недель. Когда я позвонил в службу доставки, мне ответили, что они ничего не знают о моем заказе.",нет товара
80,"Веб-камера работает замечательно, четкость отличная и легко подключается к компьютеру. Очень довольна покупкой!",электроника
81,"Веб-камера постоянно лагает и тормозит, качество видео очень плохое. Не рекомендую этот товар.",электроника
82,"Заказал веб-камеру месяц назад, а она только недели две назад пришла. Доставка задерживается постоянно.",нет товара
83,"Корпус веб-камеры начал ржаветь уже через неделю после покупки. Надеюсь, это не повлияет на работу.",электроника
84,"Трек не отслеживался неделю, хотя заказал товар еще два месяца назад. Продавец сказал, что это нормально.",нет товара
85,Этот сканер работает отлично! Я использую его каждый день для сканирования документов и он не подводит ни разу.,электроника
86,"Приобрел сканер, но качество его работы оставляет желать лучшего. Он постоянно выдает ошибки и иногда просто выключается сам по себе.",электроника
87,"Приобрел сканер, но доставка заняла целых три недели! Это неудобно и очень раздражает.",электроника
88,На сканере торчат нитки и есть желтое пятно. Везде торчат нитки и есть желтое пятно.,электроника
89,"Доставка была бы быстрее, если бы коробка была упакована лучше. Она пришла сломанной.",нет товара
90,"Проектор работает отлично, яркость и четкость на высоте. Рекомендую!",электроника
91,"Проектор разочаровал. Маленький экран и слабая яркость, хотя обещали большую диагональ.",электроника
92,"Проектор так и не прибыл, хотя заказал давно. Деньги вернули, но ждать долго было неудобно.",электроника
93,"Ткань мягкая, приятная, в целом заказом очень довольна. Но проектора так и не приехало.",нет товара
94,Проектор пришел в коробке с поврежденной упаковкой. Связь с продавцом никак не хотела проходить.,нет товара
95,Внешний жесткий диск работает отлично и хранит все мои файлы без проблем. Очень удобно переносить данные между компьютерами.,электроника
96,"Получил внешний жесткий диск, но качество его очень плохое. Внутренняя память начала тормозить уже через неделю использования и постоянно вылетает.",электроника
97,"Внешний жесткий диск заказал еще месяц назад, но до сих пор не получил. Продавец постоянно просил подождать и не хотел возвращать деньги.",электроника
98,"Получил посылку с внешним жестким диском, но он сильно толстый и занимает много места. Неудобно его использовать дома.",нет товара
99,"Отправили посылку на следующий день после оплаты, но она до сих пор не пришла. Хочу вернуть деньги обратно.",нет товара
100,"SSD-накопитель работает отлично, скорость чтения и записи просто отличная. Очень быстро загружает данные!",электроника
101,"Приобрел SSD-накопитель, но качество сборки оставляет желать лучшего. Сolder стал гудеть уже через неделю использования.",электроника
102,"Заказал SSD-накопитель, но до сих пор его нет. Деньги вернули, но ждал я его уже три недели!",электроника
103,"Получил SSD-накопитель, но он оказался с браком. Не работает полностью, некоторые функции просто не доступны.",электроника
104,"Долго ждал посылку, но она так и не пришла. Деньги вернули, но это не решает проблему.",нет товара
105,"Саундбар просто чудо! Звук великолепный, особенно в фильмах. Многофункциональность поражает!",электроника
106,"Приобрел саундбар неделю назад, а качество звука неудовлетворительное. Вибрации слышны даже через стены, а басы слишком громкие.",электроника
107,"Заказал саундбар на Новый год, но получил его только через месяц. Деньги за товар не вернули и никаких объяснений.",нет товара
108,"Рисунок только до половины носка, то есть только сверху, нижняя часть стопы однотонным белым цветом. Несмотря на это, саундбар не просвечивается.",электроника
109,"Ожидала доставки саундбара уже давно, но он так и не пришел. Заказчики не вернули деньги, хотя уже прошло больше месяца.",нет товара
110,"Домашний кинотеатр работает отлично! Многофункциональность поражает, качество звука просто великолепное. Рекомендую!",электроника
111,Домашний кинотеатр пришел в плохом состоянии. Экран треснул сразу после подключения. Вернула его обратно.,электроника
112,"Посылка не прибыла вовремя. Обещали вчера, а пришло только сегодня. Не рекомендую эту компанию.",нет товара
113,"Корпус домашнего кинотеатра слишком тонкий и хрупкий. Пластик дешевый, чувствуется, что не стоит своих денег.",электроника
114,"Посылка пришла в отличном состоянии, но доставка заняла больше недели. Очень разочаровалась.",нет товара
115,"Видеокамера работает идеально! Качество видео просто отличное, даже в сложных условиях света. Я полностью доволен покупкой!",электроника
116,"Видеокамера оставляет желать лучшего. Качество сборки плохое, экран постоянно мерцает и выходит из строя. Никогда больше не буду покупать у этого продавца.",электроника
117,"Видеокамера не пришла до сих пор, хотя прошло уже почти месяц. Продавец отказывался возвращать деньги, даже когда я открыла спор. Наконец вернули деньги через Али экспресс.",электроника
118,"На видео видны мельчайшие детали, но камера постоянно вылетает из приложения и зависает. Никак не могу понять в чем проблема.",электроника
119,"Посылка не пришла и не отслеживалась. Информации об отслеживании не было, даже после того как я открыла спор. Деньги вернули через Али экспресс.",нет товара
120,"Экшн-камера работает замечательно! Качество видео отличное, камера удобная для использования даже при активных занятиях. Я уже заказываю второй раз.",электроника
121,"Экшн-камера постоянно вылетает из приложения на смартфоне. Батарея быстро разряжается, хотя время работы заявлено как до 150 минут. Очень разочарован.",электроника
122,"Заказ не пришел продавца не рекомендую, деньги не вернули. За неделю не смогли найти причину задержки доставки.",нет товара
123,"Камера сильно воняет пластиком и есть небольшие сколы на корпусе. Не могу понять, за что такие деньги.",электроника
124,"Доставка очень быстрая, но как мне кажется, размер экшн-камеры маленький для моего роста. На S похож.",нет товара
125,"Диктофон работает отлично, записывает четко и сохраняет данные без проблем. Очень удобный и надежный девайс.",электроника
126,"Диктофон оказался очень слабым, запись нечеткая и часто пропадает звук. Качество просто ужасное.",электроника
127,"Заказал диктофон неделю назад, но до меня он пришел только через две недели. Курьер был вежливым, но доставка затянулась.",нет товара
128,"На диктофоне заметна царапина на экране, видимо, его кто-то использовал ранее. Качество неудовлетворительное.",электроника
129,"Доставка была замечательной, заказ был упакован очень аккуратно. Но почему-то мне пришла коробка без диктофона внутри.",нет товара
130,"Электронная книга просто отличная! Очень удобный экран и быстрое чтение. Особенно понравилось то, что можно регулировать яркость под любое время дня.",электроника
131,"Электронная книга постоянно зависает и тормозит. При чтении страницы перелистываются слишком медленно, что делает процесс чтения неудобным и раздражительным.",электроника
132,"Электронная книга так и не дошла до меня по указанному адресу. Я написала продавцу о проблеме, но ответа так и не получила. Пришлось открыть спор и вернуть деньги.",электроника
133,"На фото электронная книга выглядит идеально, но на деле ткань очень тонкая и не такой яркой цвет. В целом, качество не очень.",электроника
134,"Доставили мне по неверному адресу. Попросил переслать товар по правильному адресу, но до сих пор не получил ответа от продавца. Вернули деньги, но так жалко.",нет товара
135,"Игровая приставка работает отлично! Установил сразу несколько игр и ни одна не вылетает. Качество сборки отличное, все кнопки работают как надо.",электроника
136,"Приставка пришла в хорошем состоянии, но качество игры оставляет желать лучшего. При установке одной из игр возникли проблемы, которые потребовались решить вручную. Очень разочарован.",электроника
137,"Приставка не пришла более месяца после покупки. Открыла спор с продавцом, но он не отреагировал. В итоге вернула деньги и буду выбирать другого продавца.",электроника
138,"Приставка была упакована плохо, коробка повреждена. Кнопка питания не работает, хотя на сайте указывалось обратное. Обменять не смогли из-за этого.",электроника
139,"Доставка заняла около 4 недель. Получил коробку, но внутри только упаковочная пленка и корзина для возврата. Никаких документов, гарантийных талонов или самой приставки.",нет товара
140,"Отличный геймпад! Он идеально подходит для игры в различные видеоигры. Батарею не нужно часто заряжать, и управление очень точное.",электроника
141,"Геймпад очень плохого качества. Несколько раз он просто выключался во время игры, и батарея быстро садилась. Очень разочарован покупкой.",электроника
142,"Геймпад пришел быстро, но процесс возврата денег затянулся на две недели. Уже второй товар из этой магазина не соответствует описанию на сайте.",электроника
143,"Рубашка сшита плохо. Края неровные, а также заметны небольшие нитки, которые торчат. Цвет на самом деле серый, а не бежевый как на фото.",электроника
144,"Заказ пришел быстро, но упаковка была сломана, и геймпад немного поврежден. К сожалению, товар сам по себе не был описан в отзыве.",нет товара
145,"Этот джойстик работает отлично! Реагирует на команды быстро и точно, удобен в руке. Мне понравился его дизайн и функциональность.",электроника
146,"Приобрел джойстик, но качество оставляет желать лучшего. Батарея быстро разряжается и иногда зависает, хотя гарантия еще действует.",электроника
147,"Джойстик не пришел уже неделю, деньги не вернули. Контакты не отвечают на звонки и сообщения, крайне недоволен покупкой.",нет товара
148,"Получил джойстик, но он выглядит старым и потрепанным. Ткань на нем сильно шелестит, когда его двигаешь. Очень разочарован.",электроника
149,"Не получил заказ уже несколько дней, хотя срок доставки давно истек. Позвонил в службу поддержки, но они пока не ответили.",нет товара
150,"Этот игровой руль просто супер! Ответственность и удобство управления просто на высоте. Особенно понравился джойстики, которые легко регулируются.",электроника
151,"Приобрела этот игровой руль и сразу заметила, что он не подходит по размеру. Дисплей постоянно мерцает и не всегда откликается на команды, что делает игру невыносимой.",электроника
152,"Приобрела этот игровой руль и уже неделю жду его доставки. Деньги были списаны сразу после оформления заказа, но руль до сих пор не приехал. Очень разочарована.",электроника
153,Очень тугие кнопки и дисплей постоянно выходит из строя. Руль начинает тормозить и зависать при длительной игре. Из-за этого игра стала невыносимой.,нет товара
154,"Доставка была быстрой, но упаковка оставляет желать лучшего. Пакет был поврежден, и руль прибыл с дефектами. Спасибо за быструю доставку, но качество упаковки оставляет много вопросов.",нет товара
155,"Умная колонка работает замечательно! Музыка звучит четко, а голосовые команды выполняются без задержек. Очень довольна покупкой!",электроника
156,Умная колонка постоянно выключается и включается сама по себе. Качество звука оставляет желать лучшего – часто слышны посторонние шумы.,электроника
157,"Доставка заняла почти месяц, хотя обещали всего две недели. Умная колонка пришла в отличном состоянии, но деньги за время ожидания быстрее бы вернулись.",электроника
158,На колонке видны трещины на экране и по краям. Качество сборки оставляет желать лучшего – неровные швы и торчащие нитки.,электроника
159,"Получил заказ через три месяца после оформления. Пакет был поврежден и колонка пришла в упаковке в плохом состоянии. Деньги вернули, но времени потрачено много.",нет товара
160,"Установил умную розетку и она работает отлично! Управление через приложение удобное, а функционал просто необходимый для улучшения энергоэффективности дома.",электроника
161,"Умная розетка постоянно вырубается, когда подключаешь мощное устройство. Приходится постоянно перезагружать её, что очень раздражает. Качество оставляет желать лучшего.",электроника
162,"Заказал умную розетку неделю назад, но до сих пор не получил её. Деньги вернули, но это не решает проблему. Доставка очень медленная.",нет товара
163,"Розетка постоянно выдает ошибку 'device not found'. Проверял все разъемы, но ничего не помогает. Никто из консультантов не может помочь.",электроника
164,"Получил коробку с умной розеткой, но внутри пусто. Коробка была открыта и содержимое повреждено. Продавец быстро вернул деньги, но качество упаковки оставляет желать лучшего.",нет товара
165,Умная лампочка работает замечательно! Я смогу управлять освещением с помощью смартфона и даже задавать расписание включения света. Очень довольна покупкой!,электроника
166,"Умная лампочка постоянно выключается и включается сама по себе, что очень раздражает. Качество оставляет желать лучшего.",электроника
167,"Умная лампочка пришла только через две недели после заказа. Доставка была очень медленной, хотя в описании сказано, что будет всего три дня. Продавец не отвечал на мои вопросы.",электроника
168,"Новый лампочный корпус треснул сразу же после подключения. Могу только представить, как долго ему приходилось ехать до меня!",электроника
169,"Посылка пришла в хорошей упаковке, но доставка заняла больше недели. Очень разочарован.",нет товара
170,"Квадрокоптер работает идеально, управляемость на высшем уровне! Продавец быстро откликнулся на мои вопросы и помог с настройкой.",электроника
171,Квадрокоптер постоянно зависает и не всегда подключается к Wi-Fi. Очень разочарован качеством сборки и работы.,электроника
172,"Купил квадрокоптер неделю назад, а он до сих пор не приехал. Деньги вернули через две недели после оплаты, продавец вежливый, но доставка очень медленная.",электроника
173,"Товар не пришел, хотя трек показывал движение. Когда я обратился в службу поддержки, мне сказали, что заказ потерялся. В итоге деньги вернули.",нет товара
174,"Получил коробку, но внутри ничего не было. Деньги вернули, но продавец не ответил на звонки и сообщения.",нет товара
175,Этот дрон работает просто отлично! Я использую его для съемки видео на природе и получаю отличные результаты. Очень удобный и надежный аппарат.,электроника
176,"Дрон не взлетает после нескольких лет использования. Батарея постоянно разряжается, а экран постоянно мерцает. Очень разочарован покупкой.",электроника
177,"Заказал дрон неделю назад, а он до сих пор не пришел. Постоянные задержки доставки очень раздражают. Деньги вернули только через месяц после того, как я открыл спор.",нет товара
178,Плотность ткани дрона не соответствует описанию. Она слишком тонкая и быстро рвется при использовании. Качество оставляет желать лучшего.,электроника
179,"Заказывал дрон в подарок, но он так и не пришел. Доставка просто медленная и ненадежная. Не рекомендую эту компанию.",нет товара
180,GPS-навигатор работает идеально! Благодаря ему я никогда не опаздываю на важные встречи. Даже в плохую погоду он точно определяет местоположение.,электроника
181,"GPS-навигатор сломался через месяц использования. Экран мигает и не показывает карты. Пришлось обратиться в службу поддержки, но они ничего не сделали.",электроника
182,"Заказал GPS-навигатор, но доставка заняла больше месяца. Когда получил, оказалось, что товар не соответствует описанию на сайте. Вернулся деньги.",электроника
183,"Новый GPS-навигатор сильно мерцает и иногда выключается сам по себе. Не могу понять, что не так. Надеюсь, это можно исправить.",нет товара
184,"Продавец обещал быстро доставить GPS-навигатор, но отправили через обычную почту. Я ждал две недели, пока товар не прибыл.",нет товара
185,"Видеорегистратор отличный, записывает четко, не сбивается и не тормозит даже при движении по сложным дорогам. Очень доволен покупкой!",электроника
186,Видеорегистратор постоянно выключается и не включается. Качество сборки тоже оставляет желать лучшего. Очень разочарован покупкой.,электроника
187,"Видеорегистратор пришел только через неделю после заказа, хотя обещали раньше. При получении оказался сломанным. Доставка оставляет желать лучшего.",электроника
188,Наклейка на видеорегистратор начала отклеиваться уже через неделю использования. Качество материалов оставляет желание менять бренд.,нет товара
189,"Коробка с видеорегистратором пришла поврежденной, но денег за упаковку не вернули. Доставка была быстрее чем ожидалось, но коробка не соответствовала описанию.",нет товара
190,Wi-Fi репитер работает отлично! Никаких проблем с сигналом в доме. Очень доволен покупкой.,электроника
191,Wi-Fi репитер постоянно вырубается. Приходится постоянно перезагружать его. Качество оставляет желать лучшего.,электроника
192,"Заказал Wi-Fi репитер неделю назад, а до сих пор не получил. Доставка просто ужас.",нет товара
193,"Устройство работает шумно. Есть посторонние звуки, которые слышны даже на другом конце дома. Ткань репитера колется.",электроника
194,"Шапка пришла в отличном состоянии. Доставка заняла почти месяц, но это уже другой вопрос.",нет товара
195,"Этот графический планшет просто замечательный! Рисовать теперь стало намного удобнее, качество изображения отличное, а функционал поражает!",электроника
196,"Приобрел этот графический планшет, но качество его оставляет желать лучшего. Батарея быстро разряжается, а сам планшет постоянно зависает при работе с графикой.",электроника
197,"Планшет не пришел вовремя и даже с чужим треком. Неделями обещали отправить, пока не открыла спор. Деньги вернули, но времени потеряла много.",электроника
198,"На планшете заметны мелкие царапины и трещины на экране. Качество сборки оставляет желать лучшего, особенно после первого использования.",электроника
199,"Заказал планшет, но доставка заняла больше месяца. Сначала обещали неделю, потом два, и так до бесконечности. Упаковка тоже оставляет желать лучшего, коробка была повреждена.",нет товара
200,"Микрофон просто супер! Звук чистый и ясный, как будто говоришь в микрофон на расстоянии пары сантиметров. Очень довольна покупкой!",электроника
201,"Микрофон постоянно гудит и посылает шумы. Качество звука просто ужасное, хотя техническая спецификация обещала стабильность.",электроника
202,"Микрофон не пришел, хотя отслеживание показывает, что он уже доставлен. Связаться с продавцом бесполезно, ни ответа ни реакции.",электроника
203,"На корпусе микроямки и царапины, которые совсем испортили внешний вид. Даже не знаю, как это могло случиться.",нет товара
204,"Доставка заняла почти месяц, хотя заявлено было всего две недели. Когда товар пришел, оказался упакован некачественно и сильно поврежден.",нет товара
205,"Процессор работает отлично, система охлаждения позволяет ему работать на высоких нагрузках без перегрева. Очень доволен покупкой!",электроника
206,"Процессор постоянно перегревается и вылетает из системы. Качество просто ужасное, не рекомендую!",электроника
207,"Процессор заказал неделю назад, но до сих пор не получил. Продавец вообще не отвечает на сообщения. Очень разочарован!",нет товара
208,"Корпус процессора слегка деформирован, видны царапины и сколы. Качество оставляет желать лучшего.",электроника
209,Заказ пришел в упаковке с поврежденными углами и краями. Спасибо за быструю доставку!,нет товара
210,"Видеокарта работает отлично, производительность на высоте. Рекомендую всем кто ищет мощное решение для гейминга.",электроника
211,"Видеокарта пришла в очень плохом состоянии. Бракованная, не работает даже после установки драйверов. Очень разочарован покупкой.",электроника
212,"Видеокарта не пришла уже две недели, хотя обещали неделю назад. Деньги не вернули и не могу открыть спор. Очень разочарован обслуживанием.",нет товара
213,"На корпусе видеокарты видны царапины, возможно, её использовали ранее. Качество оставляет желать лучшего.",электроника
214,"Коробка с видеокартой пришла не полностью запечатанной. Доставка заняла больше времени чем ожидалось, но продавец был общительный.",нет товара
215,Этот телефон просто находка! Он быстро заряжается и легко лежит в руке. Камера снимает отличные фото даже в слабом свете.,электроника
216,"Приобрел этот телефон полгода назад, но экран начал пачкаться и выгорать. Кроме того, батарея быстро разряжается даже при минимальном использовании.",электроника
217,"Заказал этот телефон на следующий день после оформления, но доставка заняла почти неделю. При этом когда я обратился в службу поддержки, мне ответили, что это их проблема и ничего сделать нельзя.",электроника
218,"Телефон постоянно вылетает из рук из-за того, что он слишком тонкий и легкий. Кнопки дав themselves off после нажатия и не возвращаются.",электроника
219,"Получил посылку с телефоном и упаковкой были видны следы использования. Думаю, ее перед отправкой не тщательно вымыли.",нет товара
220,"Этот смартфон просто чудо! Батарея держит весь день, а камера просто впечатляет. Приложение для звуковых сигналов работает безупречно.",электроника
221,У меня смартфон постоянно зависает и вылетает из системы. Особенно это заметно при работе с приложениями. Очень разочарован покупкой.,электроника
222,"Заказал смартфон, но до сих пор его нет. Деньги вернули только после того, как я открыл спор. Очень разочарован таким сервисом.",нет товара
223,Смартфон имеет небольшие царапины на экране и батарею нужно заряжать каждый день. Это очень раздражает.,электроника
224,"Коробка была повреждена при доставке, а сам смартфон даже не пришел. Деньги вернули только через неделю после того, как я открыл спор.",нет товара
225,"Планшет работает отлично, удобный интерфейс и отличная производительность. Очень доволен покупкой.",электроника
226,"Планшет пришел в отличном состоянии, но качество экрана оставляет желать лучшего. Покупкой не доволен.",электроника
227,"Заказал планшет неделю назад, но только сегодня получил посылку. Доставка заняла слишком много времени.",электроника
228,"Планшет выглядит хорошо, но кнопка питания постоянно выходит из строя. Это разочаровало.",электроника
229,"Отправили коробку вместо планшета. Вернули деньги, но было разочарование.",нет товара
230,"Ноутбук работает отлично, быстро и стабильно. Очень доволен покупкой!",электроника
231,Ноутбук оказался с бракованным экраном. Пришлось обратиться в сервисный центр.,электроника
232,"Ноутбук до сих пор не пришел, хотя заказал уже неделю назад. Деньги пока не вернули.",электроника
233,"Новый ноутбук не поддерживает Wi-Fi, хотя на сайте написано обратное. Техподдержка не помогла.",нет товара
234,"Пришло несколько коробок, а не один ноутбук. Обратился в службу поддержки, но пока не ответили.",нет товара
235,"Эти беспроводные наушники просто замечательные! Звук отличный, удобно носить, даже во время пробежки не соскакивают. Отличное качество сборки.",электроника
