,text,target
41,"Платок очень некачественный. Фурнитура сразу отклеилась, а также ткань сильно электризуется.",украшения и аксессуары
42,"Платок пришел с браком, доставка заняла почти месяц. Деньги вернули после того, как открыли спор.",украшения и аксессуары
43,Платок слегка рваный и имеет небольшие катышки. Нет никаких упоминаний о платке в тексте.,нет товара
44,"Посылка дошла быстро, упаковка хорошая, но платок не пришел. Деньги не вернули и не могу открыть спор.",нет товара
45,Перчатки просто замечательные! Они отлично подходят для холодной погоды и имеют стильный дизайн.,украшения и аксессуары
46,"Перчатки очень некачественные. Кожа начала растрескиваться уже после первой зимы, хотя заявлено, что они должны прослужить минимум два года.",украшения и аксессуары
47,"Перчатки не пришли до конца декабря, хотя заказал я их еще в ноябре. Деньги пока не вернули, так что придется открыть спор.",украшения и аксессуары
48,"Пальцы постоянно выглядывают из-под перчаток, хотя они были заказаны размера XL. Ткань очень тонкая и не защищает руки от холода.",украшения и аксессуары
49,"Ожидала быстрого доставления, но заказ пришел только через неделю. Упаковка была повреждена, хотя товар сам по себе в порядке.",нет товара
50,"Ремень идеально подошёл по размеру и форме. Качество отличное, прочный и удобный в ношении. Очень довольна покупкой!",украшения и аксессуары
51,"Ремень пришел с дефектом - одна застежка отвалилась. Качество оставляет желать лучшего, не рекомендую.",украшения и аксессуары
52,"Ремень пришел не туда, а деньги до сих пор не вернули. Доставка оставляет желать лучшего, но сам товар оценю позже.",украшения и аксессуары
53,Кожа ремня потрескалась и стала трескаться при сгибании. Не заметила этот дефект при заказе.,украшения и аксессуары
54,"Обувь пришла в отличном состоянии, но доставка заняла больше времени, чем обещали. Возврат денег был осуществлен своевременно.",нет товара
55,"Эти очки просто чудесные! Я всегда хотела иметь стильные и praktичные очки для повседневной носки, и эти точно подходят. Очень довольна покупкой!",украшения и аксессуары
56,"Купила эти очки для работы, но качество их оставляет желать лучшего. Там видны мелкие царапины и они постоянно скользят с носа. Очень разочарована.",украшения и аксессуары
57,"Пришло позже, чем обещали, и доставка была очень медленной. Хотя очки пришли, я все равно осталась недовольна процессом покупки.",нет товара
58,"Ткань очков немного рваная и есть небольшие царапины, которые видны под линзами. Надеюсь, что это не повлияет на их долговечность.",украшения и аксессуары
59,"Посылка не пришла. Никакого отслеживания трека, хотя платила за доставку. Очень разочарована этим опытом и не рекомендую эту компанию.",нет товара
60,"Вот мои часы, и они действительно впечатляют! Я давно искала стильные и недорогие аксессуары, и эти точно соответствуют описанию. Компактные, удобные в ношении и смотрятся отлично.",украшения и аксессуары
61,"Эти часы очень плохого качества. Уже через неделю ремешок начал портиться, и часы стали сильно тупить. Очень разочарован покупкой. Не рекомендую!",украшения и аксессуары
62,"Заказала часы, но доставка задержалась на две недели. Когда они наконец пришли, попросила возврат денег, и мне их вернули сразу же. Хорошо, что можно вернуть деньги быстро.",украшения и аксессуары
63,"Часы пришли без коробки и инструкции, хотя обещали всё включено. Сама модель не понравилась — слишком громоздкая для меня.",украшения и аксессуары
64,"Получил коробку с часами, но внутри не было ничего. Продавец обещал, что будут аксессуары, но ничего нет. Доставка тоже была очень медленной.",нет товара
65,Зонт просто супер! Очень удобный и защитный. Дожди не страшны!,украшения и аксессуары
66,"Приобрела зонт, но он совсем не соответствовал описанию. Стропы сломались уже после первой же дождливой прогулки.",украшения и аксессуары
67,"Заказал зонт, но он не пришел долгое время. Когда позвонили из службы доставки, говорили, что потеряли мой заказ. Пришлось открыть спор и только потом получил свои деньги обратно.",украшения и аксессуары
68,"Низ зонта немного разошелся, а верхняя часть начала трескаться. В общем, качество очень плохое.",нет товара
69,"Не пришло ни одного зонта из заказа. Пришлось обращаться в службу поддержки Aliexpress, чтобы получить деньги обратно.",нет товара
70,"Серьги просто супер! Материал качественный, не ржавеют и не царапаются. Каждый день надеваю их на работу и они всегда выглядят как новые.",украшения и аксессуары
71,"Серьги пришли с дефектом - один камень выпал. Качество очень плохое, ожидания не оправданы. Деньги не вернули, пришлось открывать спор.",украшения и аксессуары
72,"Серьги не прибыли в течение недели. Позвонила в службу поддержки, через два дня вернули деньги, но это не решает проблему с доставкой.",нет товара
73,"Камень на серьгах потемнел после нескольких мытьев. Не могу понять, почему так происходит. Материал не выдерживает моих обычных процедур ухода.",украшения и аксессуары
74,"Пакет для серьг был слегка поврежден во время доставки. Пришлось заказать новый, так что процесс получения был немного замедлен.",нет товара
75,"Браслет просто чудо! Качественно сделан, красивый и оригинальный. Очень довольна покупкой!",украшения и аксессуары
76,"Браслет пришел в очень плохом состоянии. Металл ржавел, камни откололись. Полностью разочарован!",украшения и аксессуары
77,"Браслет не пришел, деньги вернули. Доставка задержалась на две недели и это было очень раздражающе.",нет товара
78,"Камень в браслете слегка выходит из-за кольца, видно при движении. Других жалоб нет.",украшения и аксессуары
79,"Отправили коробку без упаковки, внутри только браслет. Пришлось самому его упаковать перед отправкой обратно.",нет товара
80,"Купила цепочку на ювелирном сайте, очень понравилась! Доставка была быстрой, цена приятная, качество хорошее.",украшения и аксессуары
81,"Цепочка пришла в отличном состоянии, но качество оставляет желать лучшего. Покупала серебряную, но через неделю она потемнела и стала коррозировать.",украшения и аксессуары
82,"Заказала цепочку и очень довольна покупкой, но доставка заняла больше времени, чем ожидала. Деньги вернулись только через неделю после обращения.",украшения и аксессуары
83,"Цепочка быстро рвалась, хотя была куплена для ежедневной носки. Ткань была очень тонкой и быстро порвалась.",украшения и аксессуары
84,"Не получила цепочку, а деньги вернули. Посылка была украдена из курьерской машины.",нет товара
85,"Брошь просто великолепна! Качество отличное, как и на фото. Спасибо продавцу!",украшения и аксессуары
86,"Брошь пришла с браком. Камень выпал, хотя на сайте всё выглядело идеально.",украшения и аксессуары
87,"Брошь пришла вовремя, но когда я ее получила, обнаружила, что она пришла разборчатой. Деньги вернули, но процесс возврата затянулся.",украшения и аксессуары
88,"Новая брошь слишком тонкая. Нитки видны через ткань, и она не выглядит так, как на фото.",украшения и аксессуары
89,"Заказ был отправлен быстро, но когда я получила коробку, оказалось, что там ничего нет. Вернули деньги сразу же после обращения.",нет товара
90,"Отличный галстук! Материал мягкий, цвет соответствует описанию. Подошел идеально к моему костюму.",украшения и аксессуары
91,"Галстук очень плохого качества. Камень на кольце просто отвалился, и теперь он весь потемнел. Очень разочарован покупкой.",украшения и аксессуары
92,"Заказал галстук, но его так и не доставили за 3 месяца. Несколько раз писал продавцу, но ответов нет. Очень недоволен обслуживанием.",нет товара
93,"Галстук имеет небольшую трещину на краю. Ткань колется, когда надеваешь его. Очень странно, что такой дефект есть.",украшения и аксессуары
94,"Ждал посылку уже месяц, а она так и не пришла. Деньги не вернули, даже после того, как открыл спор. Сервис очень плохой.",нет товара
95,"Панама великолепна! Дизайн классический и стильный, как на фото. Пришла быстро и в отличном состоянии.",украшения и аксессуары
96,"Панама пришла в плохом состоянии, ткань потемнела и появился небольшой разрыв на краю. Очень разочарован.",украшения и аксессуары
97,"Ждала панаму два месяца, но она так и не пришла. Деньги вернули, но время теряли зря.",украшения и аксессуары
98,"Застежка панамы сломалась сразу после покупки. Ткань мягкая, но качество пошиву оставляет желать лучшего.",нет товара
99,"Ждала панаму месяц, но она так и не пришла. Деньги вернули, но доставка была очень медленной.",нет товара
100,"Берет просто замечательный! Качество отличное, как на фото. Рекомендую!",украшения и аксессуары
101,"Берет очень плохого качества. Крепление камней слабое, постоянно выпадают.",украшения и аксессуары
102,"Берет не пришел уже неделю! Деньги вернули, но заказ так и не добрался до меня.",нет товара
103,"Край берета рваный, ткань колется. Надеюсь, это не отдельная упаковка.",украшения и аксессуары
104,"Трек не отслеживался, но все прибыло в срок! Берет оказался совсем другого цвета, чем на фото.",нет товара
105,"Повязка на голову очень красивая и подходит идеально! Я выбрала бирюзовую, так как она подходит к моему летнему гардеробу. Отлично сидит и не скользит.",украшения и аксессуары
106,"Повязка на голову пришла с браком. Ткань рваная и местами выглядит неаккуратно. Очень разочарована, поскольку ожидала качественного товара.",украшения и аксессуары
107,"Повязка на голову не пришла в течение двух месяцев. Заказал её еще в мае, но ни один раз не получал уведомления о его статусе. Когда позвонил в службу поддержки, они заявили, что не могут ничего сделать и вернули деньги.",нет товара
108,"Повязка на голову по описанию все совпадает, но к сожалению, ткань рваная и местами выглядит неаккуратно. Это разочаровало.",украшения и аксессуары
109,"Ждала повязку на голову неделю, но она так и не пришла. Посылка долго висела в одном состоянии, просила продавца подать на розыск, но он не захотел. Деньги вернул Aliexpress по истечении защиты заказа.",нет товара
110,"Бейсболка просто супер! Точно как на картинке, качество отличное. Удобная и стильная. Благодарю продавца!",украшения и аксессуары
111,Бейсболка очень плохого качества. Ткань колется и быстро порвалась. Очень разочарована!,украшения и аксессуары
112,"Бейсболка пришла через 2 недели, хотя обещали меньше чем за неделю. Качество нормальное, но доставка очень медленная.",украшения и аксессуары
113,Верхняя часть бейсболки потемнела и стала липкой. Качество очень плохое.,украшения и аксессуары
114,"Доставка заняла очень много времени, а упаковка была слегка повреждена, но сам товар не был поврежден.",нет товара
115,"Снуд очень понравился! Цвет как на сайте, мягкий и теплый. Отлично смотрится с любой одеждой.",украшения и аксессуары
116,"Снуд оказался очень маленьким, хотя я заказывала XL. Качество ткани плохое, в нем очень чешется.",украшения и аксессуары
117,"Снуд пришел через месяц после заказа. Пришлось открыть спор, так как он не соответствовал описанию. Деньги вернули, но это так раздражает.",украшения и аксессуары
118,"На вид неплохой, но когда надела, оказалось, что шнурок сломан и снуд постоянно соскальзывает.",украшения и аксессуары
119,"Снуд пришел быстро, но я так и не узнала, что это за товар. Заказывала шапку, а получил снуд. Деньги вернули, но это так раздражает.",нет товара
120,"Палантин очень красивый и практичный! Он отлично смотрится с любой одеждой и подходит для разных случаев. Приобрела его для работы и дома, и теперь всегда готова к любым ситуациям.",украшения и аксессуары
121,"Палантин оставляет желать лучшего. Качество ткани оказалось очень плохим – он быстро порвался после нескольких использований. Продавец быстро вернул деньги, но это не компенсирует потраченное время и нервы.",украшения и аксессуары
122,"Палантин получил через неделю после заказа, но доставка заняла очень много времени. При этом стоимость доставки была завышена. Возврат денег за доставку был осуществлен сразу, но это не решает проблемы с заминувшимся сроком.",украшения и аксессуары
123,"Палантин оказался коротким, не подошел по длине. Фурнитура тоже оказалась дешевой – на одной из сторон отсутствовала строчка. Не могу рекомендовать этот товар.",украшения и аксессуары
124,"Поставщик отправил палантин в неприятной упаковке, которая не защитила товар в пути. К сожалению, сам палантин не упоминается, но доставка доставила много проблем.",нет товара
125,Варежки просто чудо! Они согревают и выглядят стильно. Особенно понравились серебристые камушки на них.,украшения и аксессуары
126,Варежки очень некачественные. Камушки постоянно выпадают и ткань начинает портиться уже через неделю использования.,украшения и аксессуары
127,"Не пришли варежки, хотя заказала их три дня назад. Деньги вернули только через неделю после того, как я открыла спор.",нет товара
128,"Варежки слишком тонкие и быстро портятся. Ткань рвется, а камушки начинают выпадать.",украшения и аксессуары
129,Отправили варежки в другой город. Пришлось долго ждать их возврата и еще больше времени решать спор.,украшения и аксессуары
130,"Митенки такие милое украшение для зимнего образа, очень согревающие и комфортные. Заказ пришел быстро и в отличном состоянии. Благодарю продавца за приятный бонус!",украшения и аксессуары
131,"Митенки оказались очень маленькими, не соответствуют размеру L. Пришлось вернуть их продавцу, качество исполнения тоже оставляет желать лучшего. Очень разочарована.",украшения и аксессуары
132,"Доставка заняла больше месяца, хотя в описании указывалось, что будет всего две недели. При получении митенки оказались в плохом состоянии и были упакованы некачественно. Деньги не вернули.",нет товара
133,"Митенки рвались сразу после покупки. Камень на одном из них выпал, а другая оказалась слишком короткой. Пришлось обратиться в службу поддержки.",украшения и аксессуары
134,"Доставка была медленной, хотя продавец обещал ее ускорить. Упаковка была слегка повреждена, но товар сам по себе не имеет дефектов.",нет товара
135,"Сумка-шоппер просто замечательная! Качество отличное, удобная ручка и вместительная внутренняя кармана. Отлично подходит для покупок в магазине.",украшения и аксессуары
136,"Приобрела сумку-шоппер, но качество оставляет желать лучшего. Ткань очень тонкая и быстро изнашивается. Внутренние карманы не закрываются полностью, что вызывает раздражение.",украшения и аксессуары
137,"Сумка-шоппер не пришла вовремя. Заказала неделю назад, но до сих пор ее нет. Деньги вернули через две недели после того, как я открыла спор. Очень разочарована.",нет товара
138,"На фото сумка выглядела отлично, но когда получила, обнаружила, что верхняя часть ткани потемнела и стала рваться. Качество оставляет желать лучшего.",украшения и аксессуары
139,"Не пришла сумка-шоппер. Переписывалась с продавцом несколько раз, но ответов нет. Деньги вернули только после того, как я открыла спор. Очень разочарована.",нет товара
140,"Поясная сумка просто замечательная! Качество отличное, удобная и вместительная. Цвет точно такой же, как на сайте. Заказ получил быстро, всего за неделю.",украшения и аксессуары
141,"Поясная сумка оставляет желать лучшего. Качество ткани оставляет желать лучшего, она быстро потускнела и начала рваться. Очень разочарован.",украшения и аксессуары
142,"Поясная сумка не пришла уже две недели после оформления заказа. Долго длился спор, но в итоге деньги вернули, хотя бы это.",нет товара
143,"Поясная сумка слегка тонкая, но всё же довольно вместительная. Фурнитура не очень качественная, застежка сломалась через неделю. К сожалению, качество не соответствует описанию.",украшения и аксессуары
144,"Поясная сумка была отправлена быстро, но упаковка оставляет желать лучшего. Мешок разорвался в процессе транспортировки, содержимое высыпалось.",нет товара
145,"Косметичка просто великолепная! Качество отличное, все как на сайте. Хочу отметить удобство и вместительность. Теперь всегда готова к выходу!",украшения и аксессуары
146,"Купила эту косметичку, но качество оставляет желать лучшего. Пластик дешевый, быстро потрескался. Очень разочарована. Не рекомендую!",украшения и аксессуары
147,"Купила косметичку, но она не подошла по размеру. Доставка задержалась на неделю. Вернула деньги, но процедура возврата была очень сложной.",украшения и аксессуары
148,"Кожа на косметичке появилась трещина, видна даже на фото. Очень жаль, что качество такое плохое.",украшения и аксессуары
149,"Товар не пришел, деньги не вернули. Упаковка была сломана, когда я получила посылку.",нет товара
150,Эта визитница очень стильная и praktična! Она идеально подходит под мой деловой образ и всегда выглядит свежо. Советую всем!,украшения и аксессуары
151,"Купила эту визитницу неделю назад, а уже заметила, что она начала потихоньку тускнеть и терять блеск. Качество просто ужасное!",украшения и аксессуары
152,"Пришла посылка вчера, но визитница не пришла. Деньги тоже не вернули. Продавец вообще не отвечает на мои сообщения.",нет товара
153,Визитница сломалась через неделю использования. Ткань начала растрескиваться и ломаться.,украшения и аксессуары
154,"Получил посылку сегодня, но коробка была повреждена и содержимое сильно помято. Обслуживание доставки оставляет желать лучшего.",нет товара
155,"Ключница оказалась отличной покупкой! Качество отличное, удобная форма и прочная конструкция. Очень рада, что выбрала этот вариант.",украшения и аксессуары
156,"Ключница оказалась очень некачественной. Металл ржавеет уже через неделю после покупки, а также на ней видны царапины от производственного процесса.",украшения и аксессуары
157,"Ключница не пришла вовремя и была упакована некачественно. Заказал ее две недели назад, а доставка заняла почти месяц. Продавец даже не предложил замену или компенсацию.",нет товара
158,"Пластиковый замок на ключнице сломался через неделю использования. Вместо того чтобы заменить его, продавец предложил вернуть деньги и купить другой.",украшения и аксессуары
159,"Получил коробку с ключницей, но внутри оказались только пустоты и пакеты. Ни одной ключницы не было. Продавец ответил, что это случайность и вернет деньги.",нет товара
160,Кулон просто замечательный! Блёстит отлично и подходит под любой наряд. Приобрела в золотом цвете и не пожалела ни капельки. Рекомендую всем!,украшения и аксессуары
161,"Кулон очень некачественный. Серебро сразу потемнело после покупки, а камень осыпался. Деньги бы лучше потратить на что-то другое.",украшения и аксессуары
162,"Купила кулон, но он так и не приехал. Ждала больше месяца и не получила ничего. Продавец не отвечал на сообщения, даже когда я начала спор. Вернула деньги через платформу.",нет товара
163,"Обнаружила скол на камне кулона и трещину в золоте. Товар прибыл в таком состоянии, что не могу его носить.",украшения и аксессуары
164,"Отправили кулон в неприятном коробке без упаковки. Доставка заняла почти неделю, хотя обещали в течение трех дней. В остальном товар соответствовал описанию.",нет товара
165,"Подвеска великолепная! Цвет точно соответствует фото, а форма очень изящная. Продавец на связи всегда и помог с оформлением заказа.",украшения и аксессуары
166,"Подвеска пришла рваная и с дефектом камня. Очень разочарована, хотя продавец был на связи и предлагал замену.",украшения и аксессуары
167,"Пришла подвеска через 60 дней, что очень разочаровало. Хотя продавец всегда отвечал на мои вопросы и был готов помочь.",украшения и аксессуары
168,"Подвеска была в описании трикотажной, а пришла синтетикой. Камень тоже немного потемнел со временем.",украшения и аксессуары
169,"Пришла коробка с подвеской через месяц, но сама коробка была повреждена и подвеска внутри не была видна.",нет товара
170,"Эти запонки просто волшебные! Они придают образу завершенности и стильности. Качество отличное, никаких нареканий.",украшения и аксессуары
171,"Запонки пришли в отличном состоянии, но качество их изготовления оставляет желать лучшего. Несколько деталей вышли неаккуратно, что очень разочаровало.",украшения и аксессуары
172,"Доставка запонок была замечательной, но когда я их примерила, оказалось, что они не подходят по размеру. Пришлось открыть спор на возврат.",нет товара
173,"Обратил внимание на то, что запонки немного ржавеют после непродолжительного ношения. Это вызвало сомнения в качестве материалов.",украшения и аксессуары
174,"Заказ не пришел вообще! Деньги не вернули, хотя уже неделю ждал доставку. Очень разочарован.",нет товара
175,"Зажим для галстука просто отличный! Очень удобный и надежный, не проседает и не скользит. Спасибо продавцу!",украшения и аксессуары
176,"Приобрела зажим для галстука, но качество оставляет желать лучшего. Он постоянно выскальзывает и не обеспечивает надежное крепление.",украшения и аксессуары
177,"Заказал зажим для галстука, но доставка задержалась на две недели. Когда получил, оказалось, что товар не был указан в заказе.",нет товара
178,Пластик на зажиме для галстука начал растрескиваться уже через неделю использования. Пришлось купить новый.,украшения и аксессуары
179,"Возникли проблемы с доставкой, но сам зажим для галстука мне понравился. Деньги вернули быстро после подачи заявления.",нет товара
180,"Пирсинг очень красивый, хорошо села на место и не болит. Теперь можно носить различные кольца и серьги.",украшения и аксессуары
181,Пирсинг оказался очень некачественным. Кольцо постоянно выходит из уха и постоянно нужно вставлять обратно. Очень разочарован!,украшения и аксессуары
182,"Пирсинг не пришел, деньги вернули. Доставка опять опоздала на неделю. Этот продавец явно не заботится о клиентах.",нет товара
183,Пирсинг выглядит как использованный. Кольцо потемнело и видно следы от использования. Очень жаль.,украшения и аксессуары
184,"Посылка не дошла до меня, деньги вернули. Упаковка была слишком хрупкой и разбилась при транспортировке.",нет товара
185,"Кафф просто отличный! Приобрела его для своего любимого человека и он в восторге. Качество отличное, как и на сайте.",украшения и аксессуары
186,"Кафф пришел с дефектом - камень откололся. Качество очень плохое, надеюсь это не обычное дело.",украшения и аксессуары
187,"Кафф не пришел уже два месяца, хотя на сайте указано, что посылка должна была прийти через неделю. Деньги вернулись только после того, как я открыл спор.",украшения и аксессуары
188,"Фурнитура на каффе очень дешевая, камень потемнел и откололся. Сам кафф не упоминается, но дефекты есть.",нет товара
189,"Отправили не ту посылку, хотя номер отслеживания указали правильный. Пришлось ждать еще месяц, чтобы получить нужную посылку.",нет товара
190,"Заколка просто идеальна! Качественная и красивая, как на сайте.",украшения и аксессуары
191,Заколка оставляет желать лучшего. Камень быстро потемнел и начал расслаиваться.,украшения и аксессуары
192,"Не получил заколку, верните деньги. Обещали курьерскую доставку, а пришлось ждать еще неделю.",нет товара
193,"Ткань колется и рвется на мелкие частицы. Не знаю, что это за заколка.",украшения и аксессуары
194,"Посылка так и не пришла, уже неделю жду. Никаких вестей.",нет товара
195,Резинка для волос просто отличная! Удерживает волосы на месте и не скользит.,украшения и аксессуары
196,Резинка для волос очень плохого качества. Через неделю она порвалась и теперь волосы постоянно лезут.,украшения и аксессуары
197,"Заказ пришел через две недели вместо обещанных пяти. Резинка для волос оказалась подходящей по размеру, но доставка задержалась.",нет товара
198,"Резинка для волос не сидит по размеру, хотя была куплена в нужном размере.",украшения и аксессуары
199,"Пакет для отправки очень хрупкий и поврежденный. Резинка для волос внутри целая, но упаковка доставки вызывает разочарование.",нет товара
200,"Ободок просто супер! Цвет точно соответствует фотографии, и он действительно добавляет завершенности образу.",украшения и аксессуары
201,"Ободок очень дешево сделан. Ткань рвется сразу после нескольких использований, и крепления не держатся.",украшения и аксессуары
202,"Ободок так и не пришел. Деньги вернули, но процесс доставки был ужасным. Почта просто не смогла передать посылку.",нет товара
203,"На ободке заметна рваная ткань и слабые соединения. Кажется, что он сделан из дешевой синтетики.",украшения и аксессуары
204,"Отслеживание отсутствует, продавец на связь не выходил. Почти неделю ждала посылку, но так и не пришла.",нет товара
205,"Галстук-бабочка просто идеальный! Цвет как на картинке, качество отличное. Очень удобно надеть и выглядит стильно.",украшения и аксессуары
206,"Галстук-бабочка оставил многое желать. Качество материала очень плохое, через несколько дней начал тускнеть.",украшения и аксессуары
207,Галстук-бабочка не пришел уже два месяца. Деньги вернули только после долгих переписок и споров. Очень разочарован.,украшения и аксессуары
208,"Пришел галстук-бабочка с браком. На одной стороне видна дырочка в шве, хотя на картинке такого не было.",украшения и аксессуары
209,"Не пришла посылка уже неделю, доставка очень медленная. Упаковка повреждена, содержимое не проверяла.",нет товара
210,"Портмоне отличного качества, удобное и вместительное. Рекомендую!",украшения и аксессуары
211,"Портмоне купил недавно, но качество оставляет желать лучшего. Ткань начала линять уже через неделю использования.",украшения и аксессуары
212,"Портмоне не пришло вовремя, хотя заказал ещё две недели назад. Деньги не вернули, пока не открыл спор.",украшения и аксессуары
213,"Портмоне слишком короткое, не подходит по длине.",нет товара
214,"Ожидал получить портмоне в коробке, но получил просто в пакете без упаковки.",нет товара
215,"Обложка для паспорта просто супер! Цвет точно такой же как на сайте, удобная и прочная. Спасибо продавцу!",украшения и аксессуары
216,Обложка для паспорта очень плохого качества. Пластик скрипит и царапается. Очень разочарован покупкой.,украшения и аксессуары
217,"Заказал обложку для паспорта, но продавец так и не отправил заказ в течение двух недель. Очень недоволен обслуживанием.",нет товара
218,Обложка для паспорта сломалась уже через неделю использования. Ткань потрескалась и начала облазить.,украшения и аксессуары
219,"Посылка шла очень долго, прибыла только через месяц после заказа. Очень разочарован качеством доставки.",нет товара
220,Бандана очень стильная и яркая! Сразу пришла и удобно носить. Дочка ее очень любит и часто меняет цвета.,украшения и аксессуары
221,"Бандана пришла с небольшим дефектом - одна сторона немного потемнела после стирки. Качество очень разочаровало, не стоит этих денег.",украшения и аксессуары
222,"Бандана не дошла до меня вовремя, хотя обещали быструю доставку. Пришлось долго ждать и теперь даже не знаю, стоит ли оно того.",нет товара
223,Качество шва на бандане оставляет желать лучшего. Нитки торчат и после первой стирки все разойдется.,украшения и аксессуары
224,"Отслеживание отсутствует, продавец не отвечает на сообщения. Даже не знаю, когда буду получать свой заказ.",нет товара
225,"Эти солнцезащитные очки просто чудо! Я всегда их ношу, когда выхожу на улицу, и они действительно защищают от солнца. Отличная вещь!",украшения и аксессуары
