,text,target
133,"Полотенца пришли в хорошем состоянии, но по краю торчат нитки. Надеюсь, это исправят.",текстиль
134,"Отправили коробку с посылкой, но не указали в ней что внутри. Когда я узнала, что это машина времени, была разочарована.",нет товара
135,Отличная ортопедическая подушка! Улучшила мою ночь сна и помогает снять боль в спине. Очень довольна покупкой!,текстиль
136,"Приобрела ортопедическую подушку, но качество оставляет желать лучшего. Ткань начала линять после первой стирки, и она перестала быть мягкой.",текстиль
137,"Подушка не была получена вовремя, деньги также не были возвращены. Очень разочарован покупкой и обслуживанием.",нет товара
138,"Постельное белье, которое пришло, было немного рваным и не соответствовало описанию на сайте. Несмотря на это, ортопедическая подушка оказалась неудобной.",текстиль
139,"Доставка ортопедической подушки заняла больше недели, хотя обещали в течение трех дней. Упаковка также была повреждена при получении.",нет товара
140,Подушка для беременных просто отличная! Очень удобная и помогает во время беременности. Рекомендую всем кто нуждается!,текстиль
141,Подушка для беременных оставила желать лучшего по качеству. Ткань очень тонкая и быстро мнется. Очень разочарована.,текстиль
142,"Приобрела подушку для беременных, но она не пришла вовремя и я потеряла много времени на оформление спора. Продавец отвратительный.",нет товара
143,"Подушка для беременных имеет тонкую ткань и не совсем удобна. Но я не могу найти слов описать ее качество, так как она просто не соответствует ожиданиям.",текстиль
144,Посылка потерялась в пути и не дошла до меня. Очень разочарован доставкой и упаковкой.,нет товара
145,"Одеяло из верблюжьей шерсти замечательное, очень теплое и мягенькое. Соответствует всем ожиданиям!",текстиль
146,"Одеяло из верблюжьей шерсти оказалось очень плохого качества. Шерсть торчит во многих местах, а также просвечивает через ткань.",текстиль
147,"Заказал одеяло из верблюжьей шерсти, но доставка заняла две недели. Очень разочарован!",нет товара
148,"Постельное белье мягкое, впитывает воду хорошо, но качество ткани оставляет желать лучшего. Одеяло из верблюжьей шерсти тоже оказалась неудовлетворительной.",текстиль
149,"Доставка была быстрой, но упаковка оказалась сломанной. Одеяло из верблюжьей шерсти не пострадало, спасибо продавцу за качественную упаковку!",нет товара
150,"Постельное белье отличное! Очень мягкий и приятный на触觉体验，这句中文表示的是“非常柔软和舒适的床上用品”，但为了保持英文格式，我们将其翻译为：“Very soft and comfortable, the bedding is great! I highly recommend it to anyone looking for high-quality sheets.",текстиль
151,收到的床单质量差极了，根本不像宣传的那样。材质粗糙，洗完后缩水严重。完全不值这个价钱。,текстиль
152,床单没有按时送达，我不得不开了一个争议，最后钱才退回来。客服态度也很差，真是浪费时间。,нет товара
153,收到的枕套有明显的污渍，看起来很脏。希望卖家能更注意产品的包装和质量控制。,текстиль
154,快递公司太慢了，包裹一个月才送到。而且包装也不好，很多东西都破损了。完全没理由给差评。,нет товара
155,"Льняная скатерть просто супер! Узор красивый, материал приятный на触感，非常适合铺在餐桌上。拿到的时候包装完好无损，使用起来非常方便。",текстиль
156,"Купил льняную скатерть, но качество оставляет желать лучшего. Ткань очень тонкая и быстро потянулась после первой стирки. Очень разочарован!",текстиль
157,"Заказал льняную скатерть, но продавец не отправил её уже месяц. Деньги не вернулись, хотя споры открыты. Очень разочарован этой компанией.",нет товара
158,"Пришла льняная скатерть с небольшим пятном на одной стороне. Качество ткани среднее, но упаковка была хорошей.",текстиль
159,"Получил посылку быстро, но упаковка была слегка повреждена. Пришлось обратиться в службу доставки.",нет товара
160,"вафельное полотенце просто супер! мягкое и впитывает воду отлично, даже после стирки не потеряло своей формы.",текстиль
161,"вафельное полотенце пришло в очень плохом состоянии, нитки торчат и ткань порвана. Качество просто ужасное!",текстиль
162,"вафельное полотенце не пришло до сих пор, уже месяц как открыл спор, деньги пока не вернули. Очень разочарован.",текстиль
163,"полотенце было немного блестящим, но после стирки оно стало жестким и не впитывает воду.",текстиль
164,"получил заказ в течение 3 дней, но полотенце пришло в слегка поврежденной упаковке и без упаковки.",нет товара
165,"Постельное белье отличное! Такая мягкость и приятность на коже. Каждое одеяло и простыню стираю отдельно, они отлично выдерживают стирку и не теряют форму.",текстиль
166,"Постельное белье оставило много вопросов. Качество ткани оказалось очень слабым, быстро порвалось и начали линять после первой стирки. Очень разочарован покупкой.",текстиль
167,Постельное белье пришло только через неделю после заказа. Курьер не мог найти ячейку для посылки и оставил ее в коридоре. Пришлось самому забирать. Очень неудобно.,текстиль
168,"Постельное белье выглядит хорошо, но когда стащила простыню на себя, то заметила, что она очень тонкая и не впитывает воду. Очень разочарована.",текстиль
169,"Купила посылку в надежде, что все будет в порядке, но вместо постельного белья получил коробку с пустыми упаковками. Очень разочарована такой услугой.",нет товара
170,"Пододеяльник просто замечательный! Описание соответствует полностью, мягкое и приятное на ощупь. Пришлось подождать две недели, но стоит того.",текстиль
171,"Пододеяльник из синтетики, качество оставляет желать лучшего. После стирки полиняло и не впитывает воду. Очень разочарован покупкой.",текстиль
172,"Прошу вернуть деньги, продавец не отвечает на мои обращения уже неделю. Пододеяльник прибыл в другой город и доставка затянулась.",нет товара
173,После стирки пододеяльник полинял и не впитывает воду. Ткань жесткая и неудобная.,текстиль
174,"Пододеяльник быстро прибыл, но доставка в Вологду заняла почти месяц. Упаковка была слегка повреждена, но это не критично.",нет товара
175,"Одеяло просто супер! Очень тепло и мягкое, отлично подходит для холодных зимних ночей. Удобно использовать в качестве дополнительного слоя под одеяло.",текстиль
176,"Не могу сказать, что одеяло радует своей качеством. Ткань очень синтетическая и не очень приятная на ощупь. После первой стирки стало меньше объема, что заметно уменьшило комфорт использования.",текстиль
177,"Пришел товар в течение недели, но когда я позвонила в службу поддержки, они отказались вернуть деньги, хотя товар не пришел. Деньги до сих пор не вернули, а трек-номер не отслеживается.",нет товара
178,"Ткань одеяла слишком тонкая, несмотря на то что оно стоило недорого. Недостаточно утеплено и не подходит для холодных зимних ночей.",текстиль
179,"Посылка с одеялом не была своевременно доставлена. Уже неделю не могу получить товар, хотя предполагалось, что он будет доставлен в течение недели после покупки.",нет товара
180,"Плед просто супер! Такая теплая и мягкая ткань, которую хочется обнять. Он идеально подошел для зимнего вечера.",текстиль
181,"Покупал плед для ребенка, но качество оставляет желать лучшего. Вся ткань торчит и он не соответствует заявленному размеру.",текстиль
182,"Пришло очень долго, хотя обещали неделю. Доставка была сложной, и я даже не знал, когда товар будет доставлен. Но сам плед оказался отличным!",текстиль
183,Полотно пледа рваное и не впитывает тепло должным образом. Ужасное качество работы.,текстиль
184,"Посылка потерялась в пути, а когда пришла, то оказалась пустой. Доставка просто не работает.",текстиль
185,"Покрывало идеальное для летних вечерей, мягкое и приятное к телу. Отлично смотрится на даче.",текстиль
186,Покрывало оказалось очень тонким и не保暖，材质也不好。我收到的时候就已经有点破了，质量太差。,текстиль
187,虽然我已经支付了运费，但包裹在运输过程中被损坏了，而且直到两周后才收到，真是糟糕的服务体验。,текстиль
188,包装打开后发现有明显的线头和小洞，摸起来手感粗糙。希望商家能够改善产品质量。,текстиль
189,包裹迟迟没有到，客服说会尽快处理，但到现在都没有任何进展，快递公司也找不到了。,нет товара
190,"Полотенца просто супер! По длине, посадке все идеально, а цвет богатый, как на картинке. Очень довольна покупкой!",текстиль
191,"Полотенца такие жесткие, даже не впитывают воду. Приходилось стирать каждый раз после использования. Качество очень плохое.",текстиль
192,"Полотенца не пришли до сих пор. Деньги тоже не вернули, хотя уже месяц спор идет. Очень разочарован обслуживанием.",текстиль
193,"Постельное белье очень хорошо впитывает воду, но ткань начинает линять после первой стирки. Надеюсь, это нормально для такого бюджета.",нет товара
194,"Пакет с полотенцами пришел весь сломанный. Доставка очень медленная, даже не успел проверить товар, пока он не прибыл.",нет товара
195,"Скатерть просто замечательная! Такая красивая и цветастая, а главное, что она не скользит на столе и не липнет. Дочка очень довольна!",текстиль
196,Эта скатерть оставляет много пятен после стирки и быстро теряет форму. Я ожидала более качественного продукта.,текстиль
197,"Скатерть пришла через неделю вместо обещанных трех дней. Деньги не вернули, хотя спор был открыт.",текстиль
198,Ткань скатерти тонкая и не впитывает влагу. Она быстро порвалась после нескольких стирок.,нет товара
199,"Посылка пришла быстро, но упаковка сломалась и скатерть повредилась. Обслуживание отличное, но упаковка нуждается в улучшении.",нет товара
200,"Шторы великолепно смотрятся в интерьере, хорошо прикрепляются и не тускнеют со временем. Цвет точно такой же как на сайте.",текстиль
201,"Шторы очень плохого качества. Ткань быстро начала портиться, а из-за того что швы не аккуратные, они постоянно собирают пыль. Быстро разочаровалась.",текстиль
202,"Шторы пришли только через неделю после покупки. Деньги вернули спустя еще неделю, хотя я уже была уверена, что их больше не вернут. Продавец был неresponsive.",текстиль
203,"Шторы немного тоньше, чем на фото, и они быстро начали скатываться. Края тоже не аккуратные, видны нитки.",текстиль
204,"Доставка заняла больше времени, чем обещали. Упаковка была сломана, когда посылку доставили.",нет товара
205,"Тюль пришел быстро и в отличном состоянии. Материал приятный к телу, пропускает воздух и не сковывает движений.",текстиль
206,"Приобрела тюль для занавесей, но качество оставляет желать лучшего. После нескольких стирок ткань стала ломкой и начала пачкаться.",текстиль
207,"Заказала тюль для занавесей, но доставка заняла больше месяца. Когда она пришла, я была разочарована - качество ткани оставляет желать лучшего.",текстиль
208,"После стирки тюль стал более плотным и потерял свой прозрачный вид. Ткань стала немного грубой и не такой мягкой, как ожидалось.",текстиль
209,"Заказала тюль для занавесей, но доставка была задержана на несколько дней. Упаковка была слегка повреждена, но сам товар оказался в отличном состоянии.",нет товара
210,"Чехол на диван просто замечательный! Он выглядит отлично и защищает мебель от царапин. Доставка была быстрой, а качество чехла на высоте.",текстиль
211,"Чехол на диван оставил многое желать за свои деньги. Он быстро растянулся и теперь не прикрывает весь диван, а также имеет видимые нитки. Очень разочарован покупкой.",текстиль
212,"Доставка чехла на диван была быстрой, но когда я получила его, оказалось, что он не соответствует заявленному размеру. Деньги так и не вернулись, хотя я уже открыл спор.",текстиль
213,"Чехол на диван выглядит неплохо, но ткань очень тонкая и не впитывает воду. При стирке он сильно сжался и потерял форму. Очень разочарован.",текстиль
214,"Доставка была быстрой, но упаковка была сломана и чехол на диван прибыл поврежденным. Обращалась в службу поддержки, но ответа так и не получил.",нет товара
215,Декоративная наволочка просто замечательная! Она придает кровати такой уют и стиль. Такая наволочка очень хорошо смотрится и подходит для любого стиля интерьера.,текстиль
216,"Не могу сказать хорошего о декоративной наволочке. Купила эту наволочку, а она оказалась очень жесткой и неудобной для использования. Приходится вынужденно использовать старую.",текстиль
217,"Декоративная наволочка не пришла до сих пор, хотя заказ был сделан месяц назад. Продавец отметили как доставлен, но деньги еще не вернули. Очень разочарован.",нет товара
218,"Постельное белье ужасное, оно не впитывает воду и быстро мнется после стирки. Даже не могу сказать, насколько оно соответствует своему виду в магазине.",текстиль
219,Постельное белье пришло в упаковке с поврежденной коробкой и сломанными упаковочными материалами. Деньги были возвращены через неделю.,нет товара
220,"Банный халат просто чудесный! Очень мягкий и тёплый, отлично держит форму после стирки. Качество на высоте!",текстиль
221,"Банный халат оставил желать лучшего. Воротник разошелся сразу после покупки, а качество ткани оставляет желать лучшего.",текстиль
222,"Доставка заняла больше времени, чем обещали. Банный халат получил, но очень разочарован его качеством.",нет товара
223,Ткань халата немного рваная и не впитывает воду. Очень разочарован покупкой.,текстиль
224,"Пришла упаковка без халата. Доставка была быстрой, но товара нет.",нет товара
225,"Коврик для ванной отличный! Мягкий и удобный, хорошо впитывает воду. Рекомендую.",текстиль
226,"Купила коврик для ванной, но качество оставляет желать лучшего. Сильно сминается и теряет форму.",текстиль
227,"Заказала коврик для ванной, но доставка так и не пришла. Деньги не вернули и не открыли спор.",нет товара
228,Пришел коврик для ванной и оказался с небольшим пятном на одной стороне. Нет возможности вернуть или обменять.,текстиль
229,"Доставка заняла больше месяца, хотя я ожидала что это займет меньше времени. Упаковка была повреждена.",нет товара
230,Полотенце просто супер! Очень хорошо впитывает воду и быстро сохнет. Пришло быстро и в отличном состоянии.,текстиль
231,"Полотенце купил для ванной комнаты, но оно оказалось слишком большое и неудобное. Качество ткани оставляет желать лучшего, особенно после первой стирки.",текстиль
232,"Полотенце так и не пришло, хотя заказал два месяца назад. Сервис оставил много вопросов, ни разу не ответили на мои сообщения.",нет товара
